Santos,,STO,11.262,11.82,-3,11.81,11.83,26639,11.99,11.74,11.99,11.74,-3,-.25,14.63,10.11,30.00,f,2.83,,2.54,84.80,13.9,,
Saracen Min,20c,SAR,.324,.545,-.5,.545,.55,6474,.565,.535,.565,.535,-.5,-.91,.975,.425,,,,,,4.48,12.2,,
Seek,,SEK,2.245,6.66,+19,6.65,6.68,16541,6.70,6.52,6.70,6.52,+19,+2.94,7.55,4.87,15.80,f,2.08,-.01,2.37,32.80,20.3,,
Senex Energy,20c,SXY,.815,.88,-.5,.88,.89,6616,.89,.865,.89,.865,-.5,-.56,1.22,.300,,,,,,,,,
Seven Grp Hldgs,,SVW,2.398,7.80,+18,7.79,7.81,2889,7.84,7.64,7.84,7.64,+18,+2.36,10.76,6.35,36.00,f,,5.05,4.62,-.40,,,
Seven West Media,,SWM,1.459,2.19,+6,2.17,2.19,24615,2.21,2.12,2.21,2.12,+6,+2.82,4.19,2.01,45.00,f,.92,,20.55,41.50,5.3,,
Sigma Pharmaceutical,20c,SIP,.705,.595,,.585,.595,15012,.60,.585,.60,.585,,Stdy,.738,.396,3.50,f,1.20,.57,5.88,4.20,14.2,,
Silver Lake Res,,SLR,.615,2.79,-15,2.79,2.80,18727,2.86,2.76,2.86,2.76,-15,-5.10,3.87,1.59,,,,.60,,14.87,18.8,,
Sims Metal Mgt,,SGM,2.049,9.99,+14,9.97,9.99,6050,10.13,9.80,10.13,9.80,+14,+1.42,18.57,9.75,45.00,,,8.51,4.50,-200.20,,,
Singapore Tel cdi,,SGT,.404,2.48,+1,2.47,2.48,4314,2.49,2.46,2.49,2.46,+1,+.40,2.59,2.162,12.30,,1.56,.64,4.96,19.16,12.9,,
SMS Management,,SMX,.346,5.05,+10,5.03,5.05,827,5.10,5.01,5.10,5.01,+10,+2.02,6.39,4.32,30.00,f,1.46,.72,5.94,43.90,11.5,,
Sonic Healthcare,,SHL,4.883,12.49,+12,12.47,12.50,11215,12.62,12.36,12.62,12.36,+12,+.97,13.14,10.66,59.00,p,1.32,,4.72,77.70,16.1,,
SP AusNet stp,,SPN,3.374,1.04,+2.5,1.035,1.04,173164,1.04,1.01,1.04,1.01,+2.5,+2.46,1.110,.804,8.00,p,1.12,.88,7.69,8.95,11.6,,
Spark Infrastructure stp,,SKI,2.023,1.525,+1.5,1.515,1.525,29804,1.525,1.495,1.525,1.495,+1.5,+.99,1.575,1.125,10.00,,.62,1.64,6.56,6.22,24.5,,
Spotless Grp,,SPT,.659,2.48,-1,2.47,2.48,18443,2.50,2.47,2.50,2.47,-1,-.40,2.59,1.72,11.00,f,1.45,-.18,4.44,16.00,15.5,,
St Barbara,,SBM,.697,2.14,+1,2.12,2.15,17110,2.16,2.11,2.16,2.11,+1,+.47,2.58,1.71,,,,1.47,,22.60,9.5,,
Sthn Cross Media,,SXL,.828,1.175,-1.5,1.175,1.18,9144,1.185,1.155,1.185,1.155,-1.5,-1.26,1.58,.905,8.00,f,1.99,-.66,6.81,15.95,7.4,,
Stockland stp,$1.10,SGP,7.093,3.20,-3,3.20,3.21,111352,3.26,3.19,3.26,3.19,-3,-.93,3.54,2.52,23.90,,1.13,3.69,7.47,26.90,11.9,,
Suncorp Grp,,SUN,10.023,7.79,-2,7.77,7.80,30148,7.87,7.76,7.87,7.76,-2,-.26,8.85,6.03,40.00,f,1.21,6.14,5.13,48.50,16.1,,
Sundance Res,25c,SDL,1.100,.375,-2,.37,.375,109049,.395,.365,.395,.365,-2,-5.06,.54,.30,,,,,,-.85,,,
Super Retail Grp,,SUL,1.385,7.06,+3,7.06,7.07,4135,7.12,6.72,7.12,6.72,+3,+.43,7.95,5.14,30.50,f,1.47,.09,4.32,44.80,15.8,,
Sydney Airport forus,,SYD,5.491,2.95,+4,2.94,2.95,34488,2.95,2.89,2.95,2.89,+4,+1.37,3.59,2.54,21.00,,,-2.28,7.12,-12.89,,,
Tabcorp Hldgs,,TAH,2.168,2.97,+5,2.95,2.97,37015,2.98,2.91,2.98,2.91,+5,+1.71,3.36,2.46,32.00,f,2.06,,10.77,66.02,4.5,,
Tatts Grp,,TTS,3.694,2.71,+11,2.70,2.71,50798,2.71,2.62,2.71,2.62,+11,+4.23,2.73,2.08,22.00,f,1.01,-1.03,8.12,22.20,12.2,,
Telecom Corp of NZ,,TEL,3.504,1.85,-3.5,1.85,1.855,26731,1.875,1.845,1.875,1.845,-3.5,-1.86,2.13,1.39,12.91,,3.08,.43,6.98,39.73,4.7,,
Telstra Corp,,TLS,44.795,3.60,-4,3.60,3.61,458955,3.65,3.60,3.65,3.60,-4,-1.10,3.75,2.69,28.00,f,1.01,.30,7.78,28.30,12.7,,
Ten Network Hldgs,,TEN,.549,.525,-11.5,.52,.525,86945,.575,.51,.575,.51,-11.5,-17.97,1.19,.51,5.25,,,-.38,10.00,-1.97,,,
The Reject Shop,,TRS,.253,9.72,-17,9.70,9.72,926,9.93,9.51,9.93,9.51,-17,-1.72,13.06,8.91,32.00,f,2.02,2.67,3.29,64.50,15.1,,
Toll Hldgs,,TOL,3.184,4.44,+6,4.42,4.44,20792,4.50,4.39,4.50,4.39,+6,+1.37,5.98,3.70,25.00,f,1.54,1.42,5.63,38.60,11.5,,
TPG Telecom,,TPM,1.369,1.725,-1.5,1.725,1.74,8353,1.755,1.725,1.755,1.725,-1.5,-.86,1.925,1.23,5.00,f,2.60,.04,2.90,13.00,13.3,,
Transfield Services,20c,TSE,.998,1.90,+2,1.90,1.905,12768,1.93,1.86,1.93,1.86,+2,+1.06,3.52,1.755,14.00,p,,.65,7.37,-1.20,,,
Transpacific Indust,,TPI,1.215,.77,+.5,.765,.77,32762,.78,.76,.78,.76,+.5,+.65,.89,.459,,,,.06,,-32.70,,,
Transurban Grp stp,,TCL,8.356,5.73,,5.73,5.74,21079,5.78,5.70,5.78,5.70,,Stdy,5.93,4.54,28.50,p,.32,2.42,4.97,9.00,63.7,,
Treasury Wine Estates,,TWE,2.796,4.32,-3,4.32,4.33,27657,4.38,4.30,4.38,4.30,-3,-.69,4.74,2.83,12.00,p,.52,3.05,2.78,6.20,69.7,,
Troy Resources,,TRY,.360,4.03,-7,4.03,4.04,1832,4.16,4.01,4.16,4.01,-7,-1.71,5.05,3.20,6.00,,3.65,,1.49,21.88,18.4,,
UGL,40c,UGL,2.002,12.04,+16,12.04,12.06,2348,12.09,11.91,12.09,11.91,+16,+1.35,14.71,10.95,72.00,f,1.24,,5.98,89.40,13.5,,
Virgin Australia,,VAH,.851,.385,-1,.38,.385,57785,.395,.375,.395,.375,-1,-2.53,.480,.225,,,,.41,,-1.90,,,
Wesfarmers,,WES,29.249,29.06,+7,29.06,29.07,21398,29.30,28.97,29.30,28.97,+7,+.24,33.38,26.04,155.00,f,1.08,,5.33,167.00,17.4,,
Western Areas,,WSA,.796,4.43,-10,4.43,4.46,4208,4.62,4.43,4.62,4.43,-10,-2.21,6.19,4.05,20.00,,2.54,1.60,4.51,50.90,8.7,,
Westfield Grp stp,,WDC,21.119,9.30,-22,9.29,9.31,134354,9.41,9.27,9.41,9.27,-22,-2.31,9.69,7.21,48.40,,1.38,7.27,5.20,66.55,14.0,,
Westfield Retail Tr stp,,WRT,8.460,2.77,+1,2.77,2.79,132228,2.80,2.77,2.80,2.77,+1,+.36,2.85,2.18,16.50,,1.94,3.26,5.96,31.96,8.7,,
Westpac Banking,,WBC,62.844,20.57,+14,20.56,20.58,55638,20.77,20.49,20.77,20.49,+14,+.69,23.55,17.84,162.00,f,1.22,10.12,7.88,198.30,10.4,,
Whitehaven Coal,,WHC,4.053,4.00,+11,3.98,4.00,19700,4.00,3.86,4.00,3.86,+11,+2.83,6.19,3.535,7.40,f,1.77,1.95,1.85,13.10,30.5,,
Woodside Petroleum,50c,WPL,26.728,32.44,-21,32.43,32.44,15023,32.93,32.32,32.93,32.32,-21,-.64,43.66,29.76,103.39,f,1.81,15.47,3.19,187.08,17.3,,
Woolworths,,WOW,32.735,26.60,+9,26.59,26.60,26312,26.84,26.57,26.84,26.57,+9,+.34,27.99,23.21,124.00,f,1.27,2.25,4.66,157.79,16.9,,
WorleyParsons,,WOR,6.182,25.53,+29,25.52,25.53,4299,25.78,25.26,25.78,25.26,+29,+1.15,30.00,21.13,90.00,p,1.75,.77,3.53,157.70,16.2,,
Wotif.com Hldgs,,WTF,.872,4.12,-2,4.11,4.12,5752,4.17,4.10,4.17,4.10,-2,-.48,5.15,3.32,24.00,f,1.07,.03,5.83,25.76,16.0,,
,
