ASX Industrials Market - Weekly
"Trading data for the week ending Friday, September 18, 2015"
"XAO 5194.3 at 2015-09-18T17:03:05. Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:09 PM."



ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change [see notes],Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
AUI,45.748,2.531,1.842,.840,7.80,.98,43.70,17.6,34.00,1.29,4.43,f,Aust United Invest,-,7.68,-10,7.68,7.80,7.78,7.68,-3.21,8.80,7.50,
AVG,271.702,22.428,41.694,.074,.88,.36,4.00,8.0,2.20,1.82,6.87,f,Aust Vintage,-,.32,-,.315,.325,.325,.32,-1.92,.495,.30,
AWI,-,18.690,40.918,.032,.01,25.00,-6.48,-,-,-,-,,Aust Wealth Invest,-,.25,-,.24,.27,.25,.25,-1.92,.33,.15,
ASB,11596.9,147.431,64.730,.771,1.47,1.51,16.00,13.9,4.00,4.00,1.80,f,Austal,-,2.22,+9,2.20,2.24,2.32,2.11,+2.30,2.32,1.15,
AUB,146.098,14.237,10.069,.520,1.82,4.59,56.90,14.7,39.70,1.43,4.75,f,Austbrokers Hldgs,-,8.35,-,8.16,8.45,8.50,8.15,-1.92,11.03,7.50,
ANG,328.686,11.569,33.933,.063,.71,.58,-58.54,-,-,-,-,f,Austin Engineer,-,.41,-2,.41,.425,.445,.405,-6.57,1.092,.405,
ACK,-,6.971,3.906,.040,.08,4.81,-.73,-,2.00,-,5.19,f,Austock Grp,-,.385,-,.38,.43,.385,.385,-1.92,.45,.30,
ABA,33.572,2.313,3.207,.191,4.26,1.21,36.07,14.3,30.00,1.20,5.83,f,Auswide Bank,-,5.15,+1,5.18,5.20,5.29,5.14,-1.73,6.15,5.00,
AIY,-,1.279,1.188,.001,.01,.80,-.34,-,-,-,-,,Authorised Invest,-,.008,-,.011,-,.008,.008,-1.92,.032,.008,
AHG,3025.90,151.471,120.865,1.217,.99,4.01,28.70,13.8,22.00,1.30,5.54,f,Automotive Hldgs,-,3.97,+7,3.91,3.99,3.99,3.87,-.13,4.68,3.45,
AOG,3996.51,205.718,170.951,1.381,2.85,.94,11.60,23.1,5.00,2.32,1.87,,Aveo Grp,-,2.68,+2,2.66,2.72,2.73,2.62,-1.17,3.01,1.94,
AVX,1004.80,95.910,69.598,.008,.01,.80,-.68,-,-,-,-,,Avexa,-,.008,-.1,.007,.009,.009,.007,-13.03,.027,.006,
AVH,445.192,25.869,45.774,.034,.01,8.10,-2.01,-,-,-,-,,Avita Medical,-,.081,+1.1,.073,.081,.081,.07,+13.79,.11,.059,
AVJ,170.431,32.158,27.663,.225,.88,.66,9.03,6.5,4.00,2.26,6.84,f,AVJennings,-,.585,-1.5,.585,.60,.63,.575,-4.42,.72,.52,
AXI,140.000,80.545,25.597,.023,.05,1.10,.85,6.5,-,-,-,,Axiom Prop,-,.055,+.1,.055,.06,.055,.054,-.07,.07,.05,
AYG,-,142.495,201.909,.003,-,-,.34,.3,-,-,-,,Axxis Tech Grp,-,.001,-,-,.001,.001,.001,-1.92,.002,.00,
AYZ,.355,.006,-,.085,-,-,-,-,-,-,-,,Aust Masters YF5,-,84.01,-55,84.01,-,84.56,83.97,-2.57,84.81,83.97,
AZV,273.939,98.119,115.533,.024,.07,1.79,.58,21.6,-,-,-,,Azure Healthcare,-,.125,-1.5,.125,.13,.135,.125,-12.64,.49,.10,
BTI,436.683,4.305,-,.048,1.01,.82,6.44,12.8,-,-,-,,Bailador Tech Invest,-,.825,-4.5,.82,.90,.90,.825,-7.10,1.00,.76,
BTIO,37.500,1.701,-,.002,-,-,-,-,-,-,-,,  opt mar16,-,.035,-,.033,.038,.04,.035,-1.92,.08,.021,
BOQ,5984.62,257.790,229.086,4.568,7.01,1.76,77.60,15.9,70.00,1.11,5.68,f,Bank of Qld,-,12.32,+8,12.26,12.40,12.50,11.99,-1.27,14.73,11.45,
BST,14.900,1.623,.101,.014,1.02,.83,.25,340.0,1.00,.25,1.18,f,Barrack St Invest,-,.85,+4,.82,.87,.85,.81,+3.02,1.00,.74,
BSTO,-,1.002,.190,-,-,-,-,-,-,-,-,,  opt aug16,-,.007,-,.007,.02,.007,.007,-1.92,.04,.006,
BMH,34.700,.641,-,.005,-,-,-,-,-,-,-,,Baumart Hldgs,-,.205,-.5,.205,.21,.21,.205,-4.30,.22,.205,
BLX,1883.87,43.815,60.046,.409,.21,9.05,7.88,24.1,4.20,1.88,2.21,f,Beacon Lighting Grp,-,1.90,+6.5,1.90,1.92,1.96,1.805,+1.62,2.23,1.05,
BGA,760.210,37.332,51.549,.693,2.04,2.23,8.10,56.0,8.50,.95,1.87,f,Bega Cheese,-,4.54,+4,4.50,4.58,4.60,4.34,-1.03,5.46,3.94,
BFG,113.701,27.832,11.235,.112,.18,2.39,4.21,10.2,3.50,1.20,8.14,f,Bell Financial Grp,-,.43,+1,.43,.45,.43,.42,+.46,.555,.40,
BAL,5077.01,78.530,26.590,.733,.51,14.88,9.80,77.4,2.86,3.43,.38,f,Bellamys Aust,-,7.59,+28,7.55,7.62,8.05,6.92,+1.91,8.05,1.33,
BEN,6793.38,265.627,195.519,4.745,7.36,1.42,92.50,11.3,66.00,1.40,6.32,f,Bendigo&Adelaide Bk,-,10.45,+25,10.44,10.55,10.53,10.07,+.53,14.45,9.90,
BLT,708.252,35.170,77.180,.073,.21,2.36,-9.96,-,-,-,-,,Benitec,-,.495,+.5,.485,.50,.51,.47,-.90,1.08,.465,
BEL,2.391,9.387,11.128,.010,.24,.58,-.36,-,1.05,-,7.50,f,Bentley Capital,-,.14,-,.14,.145,.14,.14,-1.92,.17,.12,
BFC,1923.28,16.099,-,.127,-,-,-,-,-,-,-,,Beston Global,-,.35,+1.5,.34,.35,.35,.33,+2.55,.36,.30,
BBOZ,413.974,5.155,-,.020,-,-,-,-,-,-,-,,BetaShares Au Str Bear,-,28.22,-155,27.85,28.70,30.39,27.87,-7.13,33.40,23.74,
HVST,113.628,7.022,-,.109,-,-,-,-,-,-,-,p,BetaShares DivHarv,-,21.76,-4,21.62,21.85,21.81,21.61,-2.11,26.54,21.60,
GGUS,67.691,.495,-,.003,-,-,-,-,-,-,-,,BetaShares Gear US Eq,-,8.52,+45,7.80,8.51,8.52,8.26,+3.65,10.02,7.29,
UMAX,31.157,2.554,-,.039,-,-,-,-,-,-,-,,BetaShares S&P 500,-,17.70,-2,15.80,17.76,17.74,17.49,-2.04,18.40,14.36,
BBUS,162.169,.431,-,.002,-,-,-,-,-,-,-,,BetaShares US Str Bear,-,13.31,-66,13.20,14.39,13.94,13.31,-6.65,15.63,13.30,
QAG,-,.208,.270,.003,-,-,-,-,-,-,-,,BetaShares Agriculture,-,7.54,-,7.25,7.62,7.54,7.54,-1.92,9.61,7.54,
QCB,1.610,.387,.187,.009,-,-,-,-,-,-,-,,BetaShares Commods,-,10.19,+9,9.80,10.28,10.19,10.08,-1.03,14.60,9.80,
QFN,2.640,2.104,1.232,.016,-,-,-,-,-,-,-,p,BetaShares Financials,-,10.63,-12,10.10,12.50,10.90,10.63,-3.04,13.24,10.21,
QRE,3.076,1.798,1.133,.015,-,-,-,-,-,-,-,p,BetaShares Resources,-,3.99,+8,3.45,4.00,4.00,3.91,+.12,5.62,3.67,
BEAR,439.715,18.801,8.601,.060,-,-,-,-,-,-,-,,BetaShares Au Bear,-,18.07,-37,17.94,18.32,18.64,18.00,-3.93,19.35,15.96,
EEU,7.034,.389,.237,.004,-,-,-,-,-,-,-,,BetaShares Euro,-,15.55,-15,15.44,15.54,15.73,15.55,-2.88,15.96,13.49,
QAU,14.392,1.404,1.289,.017,-,-,-,-,-,-,-,,BetaShares Gold,-,11.65,-3,11.10,12.00,11.68,11.64,-2.18,13.90,11.02,
POU,18.406,.769,.245,.015,-,-,-,-,-,-,-,,BetaShares GBP,-,21.52,-17,21.26,21.52,21.67,21.36,-2.71,21.91,17.78,
QUS,6.077,.374,-,.011,-,-,-,-,-,-,-,,BetaShares US 1000,-,27.17,-7,26.10,27.10,27.26,27.01,-2.18,28.47,24.99,
USD,1764.63,63.322,17.103,.433,-,-,-,-,-,-,-,,BetaShares US Dollar,-,13.58,-30,13.56,13.64,13.85,13.58,-4.08,14.18,10.99,
AAA,165.272,14.976,13.501,.706,-,-,-,-,-,-,-,,BetaShares HighIntCash,-,50.15,+2,50.15,50.16,50.16,50.12,-1.88,50.24,50.07,
OOO,17.173,5.834,.041,.034,-,-,-,-,-,-,-,,BetaShares Crude Oil,-,21.16,+43,20.80,21.16,21.18,20.00,+.15,51.06,17.45,
NDQ,170.148,3.666,-,.022,-,-,-,-,-,-,-,,BetaShares Nasdaq 100,-,10.58,-,10.50,10.71,10.63,10.47,-1.92,11.07,9.75,
QOZ,45.977,4.756,3.724,.062,-,-,-,-,-,-,-,p,BetaShares Aus 200,-,11.44,+21,10.75,12.00,11.45,11.10,-.05,13.84,10.75,
YMAX,213.780,23.539,25.067,.342,-,-,-,-,-,-,-,,BetaShares YldMax,-,9.89,+19,9.85,10.30,9.91,9.60,+.04,11.59,9.10,
GEAR,174.125,7.182,.917,.060,-,-,-,-,-,-,-,p,BetaShares Geared Aust,-,18.14,+100,17.00,18.25,18.25,16.78,+3.91,24.84,15.23,
BYI,16.816,1.664,2.226,.074,.64,1.88,9.59,12.5,10.00,.96,8.33,,Beyond Int'l,-,1.20,-5,1.18,1.34,1.30,1.20,-5.92,1.54,1.05,
BGL,896.060,49.716,52.295,.149,-.02,-,2.80,30.2,1.20,2.33,1.42,f,BigAir Grp,-,.845,+6,.83,.845,.845,.785,+5.72,.95,.59,
BBG,8745.07,239.276,422.452,.639,.12,5.38,.42,153.6,-,-,-,,Billabong Int'l,-,.645,+7,.63,.665,.67,.58,+10.25,.725,.51,
BNO,4665.03,48.488,82.911,.228,-,-,-4.00,-,-,-,-,,Bionomics,-,.545,+5,.515,.55,.55,.48,+8.18,.645,.375,
BTC,99.500,7.603,52.641,.011,.02,5.75,-.60,-,-,-,-,,Biotech Capital,-,.115,-2.5,.115,.14,.14,.115,-19.78,.14,.05,
BIT,963.562,121.047,139.193,.031,.01,10.00,-1.04,-,-,-,-,,Biotron,-,.10,-,.10,.105,.10,.097,-1.92,.183,.086,
BITO,8.145,21.058,-,.002,-,-,-,-,-,-,-,,  opt sep16,-,.03,-,.023,.038,.03,.027,-1.92,.085,.022,
BXN,-,19.176,200.284,.002,.01,1.20,.10,12.0,-,-,-,,Bioxyne,-,.012,-,.01,.013,.012,.012,-1.92,.019,.009,
BOP,-,-,-,.005,.30,1.37,2.51,16.3,-,-,-,,Birch&Prestige Inv,-,.41,-,-,.41,.41,.41,-1.92,.41,.41,
BIS,38.802,6.716,2.117,.025,.52,1.11,5.70,10.1,4.00,1.43,6.96,f,Bisalloy Steel,-,.575,-.5,.57,.575,.58,.575,-2.78,.61,.25,
BSN,-,51.611,80.464,.001,-,-,-.50,-,-,-,-,,Bisan,-,.003,-,.002,.003,.003,.003,-1.92,.024,.003,
BSNO,-,4.683,-,-,-,-,-,-,-,-,-,,  opt jun18,-,.001,-,-,-,.001,.001,-1.92,.006,.001,
BKI,748.558,32.433,37.738,.901,1.65,.96,7.78,20.4,7.20,1.08,4.53,f,BKI Invest,-,1.59,+2,1.585,1.60,1.60,1.565,-.65,1.79,1.535,
BKM,2209.98,7.519,39.392,.001,-,-,-.02,-,-,-,-,,BKM Management,-,.001,-,.001,.001,.001,.001,-1.92,.002,.001,
BKL,600.190,7.097,1.689,2.274,5.27,25.05,270.70,48.8,203.00,1.33,1.54,f,Blackmores,-,131.99,+1136,131.50,131.99,135.55,122.00,+7.49,135.55,29.80,
BWF,5.000,1.874,2.727,.019,.34,1.13,5.60,6.9,3.00,1.87,7.79,f,Blackwall Property,-,.385,+1.5,.36,.385,.385,.37,+2.13,.40,.27,
BWR,22.345,11.466,20.527,.060,1.40,.92,14.00,9.2,11.50,1.22,8.91,,Blackwall Prop Tr,X,1.29,-3,1.285,1.30,1.32,1.29,-4.20,1.32,.87,
BLA,243.238,8.124,10.536,.314,1.03,5.39,18.44,30.1,18.00,1.02,3.24,f,Blue Sky Alt Invest,-,5.55,+80,5.55,5.63,5.65,4.76,+14.92,5.65,2.42,
BAF,471.684,10.533,2.642,.084,1.04,.99,7.43,13.9,3.00,2.48,2.91,f,Blue Sky Access Fd,-,1.03,+4,1.02,1.03,1.035,1.00,+2.12,1.151,.879,
BAFO,141.924,5.204,2.735,.001,-,-,-,-,-,-,-,,  opt dec15,-,.022,+.2,.022,.03,.03,.019,+8.08,.09,.015,
BCT,193.958,71.520,136.829,.007,.01,3.90,-1.30,-,-,-,-,,Bluechiip,-,.039,-.1,.033,.039,.04,.033,-4.42,.125,.025,
BSL,18541.7,693.170,555.740,2.388,6.35,.66,24.30,17.2,3.00,8.10,.72,f,BlueScope Steel,-,4.18,-22,4.13,4.24,4.45,4.04,-6.92,5.78,2.70,
BLG,1015.37,83.437,12.136,.019,-,-,-1.10,-,-,-,-,,BluGlass,-,.059,-,.053,.06,.062,.054,-1.92,.14,.054,
BLY,5724.05,103.416,612.189,.062,.23,.29,-75.49,-,-,-,-,,Boart Longyear,-,.067,-.2,.067,.071,.073,.067,-4.82,.28,.067,
BNE,108.140,396.263,497.800,.002,-,-,-.39,-,-,-,-,,Bone Medical,-,.009,-,.009,.01,.009,.009,-1.92,.02,.004,
BOL,198.746,97.298,165.190,.047,.41,.24,-7.80,-,-,-,-,,Boom Logistics,-,.10,-,.10,.105,.105,.10,-1.92,.165,.097,
BLD,25989.7,645.555,644.766,4.394,4.31,1.33,32.90,17.5,18.00,1.83,3.13,f,Boral,-,5.75,+9,5.73,5.77,5.80,5.56,-.33,6.90,4.68,
BPH,561.310,31.497,12.466,.001,.09,.07,-11.31,-,-,-,-,,BPH Energy,-,.006,-.2,.006,.007,.008,.006,-26.92,.011,.003,
BPS,873.401,10.856,1.127,.055,.06,15.67,13.50,7.0,5.50,2.45,5.85,,BPS Technology,-,.94,+11,.915,.94,.94,.85,+11.33,.965,.68,
BKN,7518.80,273.957,180.697,.208,1.74,.70,-141.10,-,11.00,-,9.05,,Bradken,-,1.215,+3.5,1.18,1.22,1.215,1.06,+1.04,4.80,1.025,
BRC,3.936,4.304,4.491,.024,-.05,-,-2.02,-,-,-,-,,Brain Resource,-,.18,-,.16,.195,.18,.18,-1.92,.315,.15,
BXB,18390.7,705.508,684.102,15.466,.74,13.34,48.59,20.3,28.00,1.74,2.84,p,Brambles,-,9.87,+12,9.82,9.95,9.97,9.34,-.69,11.95,9.085,
BRG,1507.36,48.804,59.539,.784,1.11,5.43,35.88,16.8,27.00,1.33,4.48,f,Breville Grp,-,6.03,+7,5.95,6.12,6.11,5.76,-.75,8.10,5.76,
BKW,2083.36,18.831,9.130,2.300,10.41,1.49,59.80,25.9,43.00,1.39,2.77,f,Brickworks,-,15.50,+25,15.19,15.60,15.80,14.85,-.28,15.80,11.52,
BYL,173.000,26.036,32.332,.032,.45,.57,2.32,11.0,3.00,.77,11.76,f,Brierty,-,.255,-3,.255,.275,.275,.25,-12.45,.524,.22,
BBL,6.000,.419,.548,.033,.16,2.09,1.01,33.2,.50,2.02,1.49,f,Brisbane Broncos,-,.335,+3.5,.305,.335,.335,.30,+9.74,.35,.25,
BRO,-,44.375,40.834,.003,-,-,-.02,-,-,-,-,,Broad Invest,-,.002,-,-,-,.002,.002,-1.92,.004,.001,
BGR,65.000,5.415,73.307,.001,-,-,-1.31,-,-,-,-,,Bronson Grp,X,.004,-.1,.004,.005,.005,.004,-21.92,.025,.002,
BPA,17.900,.404,.433,.248,-,-,69.97,7.2,8.00,8.75,1.58,,Brookfield,-,5.05,-1,5.05,5.50,5.06,5.05,-2.12,5.75,4.56,
BSA,1609.51,108.751,34.540,.078,.04,4.63,1.11,16.7,-,-,-,,BSA,-,.185,+1,.18,.185,.19,.18,+3.79,.19,.10,
BTT,3253.48,93.199,41.515,2.970,.41,24.76,41.90,24.2,36.00,1.16,3.55,p,BT Invest Mgt,-,10.15,+37,10.01,10.19,10.18,9.51,+1.86,10.97,5.65,
BUG,114.877,2.797,2.186,.028,.95,.69,.70,93.6,-,-,-,,Buderim Ginger,-,.655,+7.5,.625,.655,.655,.58,+11.01,.90,.52,
BAP,18383.7,127.138,72.508,.895,.01,366.00,11.92,30.7,8.70,1.37,2.38,f,Burson Grp,-,3.66,+13,3.62,3.72,3.85,3.52,+1.76,3.85,2.096,
BWP,8109.81,265.150,189.767,1.972,2.24,1.37,32.84,9.3,15.84,2.07,5.16,,BWP Trust,-,3.07,+3,3.05,3.08,3.09,3.02,-.94,3.44,2.31,
BPG,-,120.003,104.634,.002,-,-,.01,10.0,-,-,-,,Byte Power Grp,-,.001,-,-,.001,.001,.001,-1.92,.003,.001,
CAB,1576.54,92.185,71.640,.371,-,-,38.90,7.9,20.00,1.95,6.49,f,Cabcharge Aust,-,3.08,+18,3.06,3.13,3.10,2.84,+4.28,5.82,2.77,
CDM,1125.47,63.631,51.544,.358,1.47,1.00,9.50,15.4,10.00,.95,6.83,f,Cadence Capital,-,1.465,+.5,1.465,1.485,1.48,1.44,-1.58,1.515,1.34,
CTX,5030.36,415.684,105.124,8.629,9.47,3.37,85.90,37.2,97.00,.89,3.04,f,Caltex Aust,-,31.96,+183,31.51,32.09,32.13,30.06,+4.15,38.81,27.45,
CZZ,188.424,5.043,5.304,.193,3.92,5.74,91.30,24.6,37.50,2.43,1.67,f,Capilano Honey,-,22.50,+50,22.20,22.80,23.92,22.00,+.35,23.92,5.75,
CAJ,6151.10,277.744,253.781,.327,-.02,-,.81,77.2,1.25,.65,2.00,f,Capitol Health,-,.625,+2.5,.62,.635,.665,.612,+2.24,1.11,.535,
CAA,63.500,86.155,89.981,.052,.23,.48,.69,15.9,-,-,-,,Capral,-,.11,-,.105,.11,.11,.11,-1.92,.17,.095,
CAQ,-,4.388,35.255,.105,.09,1.78,.09,177.8,-,-,-,,CAQ Holdings,X,.16,-,-,.16,.16,.16,-1.92,.25,.059,
CCF,173.728,12.543,10.229,.005,-,-,-1.82,-,-,-,-,,Carbon Conscious,-,.039,+.9,.036,.041,.039,.036,+28.08,.04,.018,
CDD,2860.49,129.032,87.175,.494,.01,298.00,-88.32,-,20.00,-,6.71,f,Cardno,-,2.98,+48,2.92,3.00,2.98,2.72,+17.28,6.39,2.18,
CDP,71.338,3.236,1.934,.486,7.61,.91,79.49,8.7,17.98,4.42,2.59,,Carindale Prop,-,6.95,+7,6.75,7.00,6.95,6.80,-.91,6.95,5.90,
CIN,12.229,.359,.357,.786,33.15,.90,141.30,21.0,108.00,1.31,3.64,f,Carlton Invest,-,29.70,-5,29.50,29.70,30.00,29.00,-2.09,32.37,26.64,
CINPA,-,-,.003,-,-,-,-,-,14.00,-,6.83,f,  7% cum pf,-,2.05,-,2.05,-,1.98,1.98,-1.92,2.05,1.912,
CWE,1590.35,245.375,223.894,.083,-,-,-.28,-,-,-,-,,Carnegie Wave Engy,-,.047,-,.046,.047,.048,.046,-1.92,.072,.042,
CAR,2911.77,179.996,153.130,2.328,.31,31.26,43.20,22.4,33.90,1.27,3.50,f,Carsales.com,-,9.69,+8,9.65,9.76,9.76,9.50,-1.09,10.98,9.30,
CCV,6566.78,145.066,95.172,.239,.23,2.15,5.67,8.7,4.00,1.42,8.08,f,Cash Convert,-,.495,+.5,.495,.505,.53,.492,-.90,1.165,.415,
CAT,204.842,15.580,-,.063,-,-,-4.20,-,-,-,-,,Catapult Grp Intl,-,1.48,-7,1.48,1.53,1.57,1.45,-6.44,1.80,.525,
CBC,8.806,2.803,-,.022,.97,.93,.05,1800.0,1.50,.03,1.67,f,CBG Capital,-,.90,-,.85,.95,.90,.90,-1.92,1.05,.90,
CBCO,-,5.905,-,-,-,-,-,-,-,-,-,,  opt sep16,-,.023,-,.01,.03,.023,.023,-1.92,.05,.02,
CWP,186.917,10.556,12.242,.367,3.62,1.28,54.30,8.6,43.50,1.25,9.35,f,Cedar Woods Prop,-,4.65,-22,4.64,4.65,4.875,4.56,-6.44,7.40,4.56,
CDY,3305.11,403.615,447.845,.029,-,-,-.43,-,-,-,-,,Cellmid,-,.031,-,.03,.032,.032,.029,-1.92,.044,.021,
CDYO,335.000,102.371,67.939,.005,-,-,-,-,-,-,-,,  opt oct16,-,.016,+.2,.012,.016,.016,.012,+12.36,.022,.005,
CLT,10.000,3.966,1.605,.011,.22,.86,3.00,6.3,1.00,3.00,5.26,f,Cellnet Grp,-,.19,+1,.19,.20,.19,.18,+3.63,.335,.18,
CAF,.174,15.296,21.065,.052,.15,2.33,4.14,8.5,2.20,1.88,6.29,f,Centrepoint Alliance,-,.35,-,.31,.37,.35,.35,-1.92,.575,.35,
CNI,19.441,7.499,4.527,.067,.86,1.01,11.00,7.9,4.75,2.32,5.46,f,Centuria Capital,-,.87,+.5,.87,.88,.87,.845,-1.34,1.09,.845,
CMA,46.835,13.147,-,.244,1.97,1.04,16.12,12.7,5.06,3.19,2.48,,Centuria Metropol,-,2.04,-,2.00,2.04,2.06,2.02,-1.92,2.359,1.96,
CYA,34.318,8.503,9.782,.067,1.02,.80,5.78,14.2,3.25,1.78,3.96,f,Century Aust,-,.82,-,.825,.835,.82,.82,-1.92,.949,.77,
CVS,-,3.953,16.337,.002,-,-,-.08,-,-,-,-,,Cervantes Corp,-,.008,-,.006,.01,.008,.008,-1.92,.013,.003,
CGF,9358.79,454.148,322.112,4.074,3.60,1.99,54.80,13.0,30.00,1.83,4.20,f,Challenger,-,7.15,+13,7.04,7.21,7.21,6.92,-.07,7.44,5.81,
CHR,-,.633,.220,.023,4.32,.69,-9.71,-,2.50,-,.83,f,Chalmers,-,3.00,-,2.90,3.90,3.00,3.00,-1.92,3.20,2.50,
CHP,40282.5,615.339,122.269,.006,-,-,12.74,.0,-,-,-,,Chapmans,-,.004,+.1,.003,.004,.004,.003,+31.41,.027,.002,
CHC,5629.32,184.811,137.211,1.792,2.76,1.59,32.80,13.4,24.20,1.36,5.53,,Charter Hall Grp,-,4.38,-1,4.28,4.45,4.44,4.27,-2.15,5.395,4.00,
CQR,8294.83,216.432,167.498,1.545,3.59,1.10,43.55,9.1,27.50,1.58,6.96,,Charter Hall Ret REIT,-,3.95,+3,3.94,3.95,3.95,3.84,-1.16,4.67,3.72,
CHF,510.000,6.277,10.186,.005,-.01,-,-2.82,-,-,-,-,,Charter Pacific,-,.029,-.6,.025,.03,.031,.029,-19.07,.049,.015,
CIK,-,.003,-,.010,.06,3.17,-1.46,-,-,-,-,,China Integr Media,-,.19,-,.02,.19,.19,.19,-1.92,.20,.19,
CDH,-,.056,-,-,.02,.15,-.21,-,-,-,-,,ChongHerr Invest,-,.003,-,.022,.03,.003,.003,-1.92,.011,.003,
CNU,126.874,44.423,55.552,.924,1.43,1.63,20.36,11.4,-,-,-,,Chorus,-,2.33,-7,1.75,2.40,2.40,2.32,-4.84,3.06,1.585,
CII,10.613,.838,1.205,.138,1.28,.93,23.73,5.0,5.00,4.75,4.20,f,CI Res,-,1.19,+7,1.17,1.19,1.19,1.15,+4.33,1.20,.80,
CIM,1663.73,76.777,152.953,7.985,9.84,2.40,190.27,12.4,99.00,1.92,4.20,f,Cimic Grp,-,23.59,-51,23.27,23.74,23.89,22.41,-4.04,24.475,18.08,
CIR,131.500,16.357,4.546,.030,.15,1.33,-4.87,-,-,-,-,,Circadian Tech,-,.20,-,.19,.20,.20,.20,-1.92,.245,.135,
CIRO,-,1.052,-,.003,-,-,-,-,-,-,-,,  opt nov18,-,.06,-,.06,.099,.06,.06,-1.92,.06,.026,
CND,19.628,16.749,14.036,.021,-,-,-12.65,-,-,-,-,,Clarius Grp,-,.23,-,.23,.24,.23,.23,-1.92,.285,.20,
CSS,5171.45,233.249,839.155,.056,.04,1.27,.37,13.8,-,-,-,,Clean Seas Tuna,-,.051,-.3,.051,.052,.055,.049,-7.48,.092,.049,
CLQ,3469.97,333.750,94.316,.102,.01,24.50,-2.87,-,-,-,-,,Clean TeQ Hldgs,-,.245,+.5,.245,.25,.26,.225,+.16,.294,.050,
CVW,1268.59,33.142,24.060,.551,.54,1.70,2.43,37.9,4.10,.59,4.46,f,Clearview Wealth,-,.92,-1,.915,.92,.93,.92,-3.00,1.15,.835,
CAM,255.391,11.014,12.657,.072,.96,.92,-1.91,-,4.70,-,5.34,f,Clime Capital,-,.88,-,.875,.88,.895,.865,-1.92,.99,.86,
CAMO,-,6.498,18.986,-,-,-,-,-,-,-,-,,  opt oct15,-,.001,-,-,.001,.001,.001,-1.92,.01,.001,
CIW,42.130,2.864,6.561,.036,.35,2.03,6.90,10.3,6.00,1.15,8.45,f,Clime Invest,-,.71,-3,.71,.75,.74,.71,-5.98,.86,.68,
CUV,74.543,3.719,8.048,.127,.25,11.40,-24.00,-,-,-,-,,Clinuvel Pharmac,-,2.85,+23,2.65,3.10,2.99,2.62,+6.86,5.20,2.09,
CLV,9.350,13.630,13.122,.028,.17,1.00,.19,89.5,.50,.38,2.94,f,Clover Corp,-,.17,+1,.17,.175,.17,.16,+4.33,.44,.14,
CMI,-,4.485,2.912,.056,1.49,1.07,15.77,10.1,9.00,1.75,5.63,f,CMI,-,1.60,-,1.495,1.62,1.60,1.60,-1.92,1.75,1.25,
CGR,76.199,23.000,27.631,.012,.03,4.33,.02,650.0,1.10,.02,8.46,f,CML Grp,-,.13,-.5,.135,.145,.14,.13,-5.63,.25,.105,
CGW,22.149,53.438,58.647,.069,-,-,-4.25,-,-,-,-,,Coats Grp PLC,-,.54,+.5,.535,.57,.545,.535,-.99,.595,.37,
CCL,9112.91,377.498,541.411,6.743,2.18,4.05,35.80,24.7,42.00,.85,4.76,p,Coca-Cola Amatil,-,8.83,+30,8.78,8.85,8.88,8.47,+1.59,11.00,8.165,
COH,908.560,42.734,41.277,4.676,2.22,36.84,256.10,31.9,190.00,1.35,2.32,f,Cochlear,-,81.79,-54,81.50,82.71,83.04,80.70,-2.58,93.97,65.86,
CDA,354.033,23.860,35.047,.168,.01,95.00,7.10,13.4,3.50,2.03,3.68,f,Codan,-,.95,-.5,.92,.99,.99,.93,-2.45,1.27,.64,
COF,472.410,41.694,54.451,.041,.08,2.00,-7.79,-,-,-,-,,Coffey Int'l,-,.16,+1,.155,.16,.16,.15,+4.74,.345,.125,
CGS,233.508,8.834,18.319,.023,.08,2.69,-5.10,-,-,-,-,,CogState,-,.215,-1.5,.205,.24,.23,.215,-8.44,.30,.14,
CL8,22715.0,1283.88,228.299,.007,-,-,-.62,-,-,-,-,,Collaborate Corp,X,.022,-.3,.022,.023,.026,.022,-13.92,.044,.01,
CL8O,3754.71,443.213,6.334,.002,-,-,-,-,-,-,-,,  opt apr17,X,.01,-.1,.01,.011,.012,.01,-11.01,.03,.001,
CLH,1522.10,46.337,52.493,.316,1.04,2.30,17.20,13.9,9.10,1.89,3.81,f,Collection House,-,2.39,-,2.39,2.40,2.41,2.38,-1.92,2.49,1.75,
CKF,814.908,29.995,23.871,.293,-.83,-,-11.14,-,11.50,-,3.65,f,Collins Foods,-,3.15,-3,3.15,3.20,3.24,3.14,-2.87,3.57,1.99,
CKL,11.192,6.726,7.681,.042,.33,1.48,4.02,12.2,1.25,3.22,2.55,f,Colorpak,-,.49,-1,.49,.51,.51,.49,-3.92,.745,.39,
CBA,19270.9,588.985,505.046,128.817,25.51,2.97,557.00,13.6,420.00,1.33,5.54,f,C'wlth Bank  of Aust,-,75.83,+70,75.75,76.10,76.37,73.27,-.99,96.168,71.26,
