BEN,5527.87,218.367,179.394,3.185,4.03,2.3,25.6,35.5,43,0.60,4.73,f,Bendigo & Adelaide,,9.10,29,9.08,9.10,9.73,8.70,5.60,13.828,5.733
BLT,1500.63,59.253,243.108,0.017,-,-,-0.8,-,-,-,-,,Benitec Ltd,,0.048,-0.2,0.05,0.055,0.055,0.046,-1.69,0.06,0.02
BLTOA,-,0.357,3.078,-,-,-,-,-,-,-,-,, opt apr11,,0.006,,0.002,-,0.006,0.006,2.31,0.019,0.002
BLTO,140,1.779,-,-,-,-,-,-,-,-,-,, opt apr14,,0.02,-1,0.016,0.02,0.03,0.02,-31.03,0.03,0.005
BEL,1758.69,14.286,1.678,0.022,0.42,0.7,-1.46,-,-,-,-,,Bentley Capital,,0.305,-0.5,0.305,0.31,0.31,0.305,0.69,0.34,0.20
BER,249.339,1.535,1.313,0.007,0.89,0.5,13,3.7,-,-,-,f,Berklee Ltd,,0.475,5.5,0.465,0.475,0.50,0.46,15.40,0.62,0.25
BYI,8.306,7.696,14.136,0.03,0.42,1.2,7.28,6.9,5,1.46,10.00,,Beyond Intl,,0.50,-15,0.51,0.60,0.60,0.50,-20.77,0.67,0.50
BSI,-,18.301,14.511,0.007,-0.01,-,-0.23,-,-,-,-,,Beyond Sportswear,,0.02,,0.013,0.025,0.02,0.02,2.31,0.054,0.018
BGL,74.5,9.353,10.119,0.011,0.06,2.1,1.2,10.4,-,-,-,,Bigair Grp Ltd,,0.125,,0.125,0.135,0.125,0.12,2.31,0.15,0.029
BBG,7759,256.816,246.659,2.865,0.70,16.2,69.2,16.4,45,1.54,3.96,p,Billabong Intl,,11.37,19,11.30,11.43,12.19,11.08,4.00,12.307,5.815
BDM,87,5.129,4.775,0.011,0.05,3.0,-1.98,-,-,-,-,,Biodiem Ltd,,0.15,-5,0.15,0.18,0.20,0.15,-22.69,0.22,0.065
BOD,619.375,5.21,2.126,0.008,0.01,5.9,-1.09,-,-,-,-,,bioMD Ltd,,0.059,0.1,0.045,0.06,0.059,0.042,4.03,0.08,0.02
BODO,-,-,-,-,-,-,-,-,-,-,-,, opt aug10,,-,,0.001,-,-,-,-,-,-
BNO,1603.77,22.21,10.717,0.076,0.03,9.2,-2.8,-,-,-,-,,Bionomics Ltd,,0.275,2,0.27,0.275,0.29,0.235,10.15,0.32,0.175
BPH,4078.69,50.737,4.438,0.012,-,-,-3.04,-,-,-,-,,Biopharmica Ltd,,0.125,-4,0.125,0.13,0.175,0.12,-21.94,0.40,0.015
BPO,7691.84,81.999,249.216,0.015,0.01,3.0,-0.62,-,-,-,-,,BioProspect Ltd,,0.03,-0.1,0.026,0.029,0.03,0.022,-0.92,0.032,0.011
BPOOB,-,5.452,5.728,-,-,-,-,-,-,-,-,, opt mar10,,0.003,,0.001,0.003,0.003,0.003,2.31,0.005,0.003
BTA,4855.55,205.895,72.842,0.486,0.55,5.1,21.7,12.8,-,-,-,,Biota Hldgs,,2.78,27,2.73,2.79,2.86,2.46,13.06,2.86,0.29
BTC,27,4.961,6.366,0.02,0.33,0.7,-5.18,-,-,-,-,,Biotech Capital,,0.24,,0.24,0.245,0.245,0.24,2.31,0.245,0.075
BIT,116.162,9.068,11.23,0.015,0.01,13.5,-1.67,-,-,-,-,,Biotron Ltd,,0.135,-0.5,0.13,0.145,0.14,0.13,-1.27,0.17,0.061
BIS,335.529,10.662,-,0.052,0.02,12.0,-3,-,-,-,-,,Bisalloy Steel,,0.24,-1.5,0.24,0.25,0.26,0.24,-3.58,0.40,0.13
BSN,570,2.277,13.64,0.002,0.06,0.8,-2.82,-,-,-,-,,Bisan Ltd,,0.05,0.8,0.05,0.059,0.05,0.042,21.35,0.071,0.02
BKM,867.5,28.136,24.933,0.004,-,-,-0.25,-,-,-,-,,BKM Management,,0.008,-0.1,0.005,0.009,0.008,0.008,-8.81,0.009,0.003
BRD,674.462,27.589,19.248,0.004,-,-,-0.65,-,-,-,-,,Black Ridge Min,,0.012,,0.011,0.012,0.013,0.011,2.31,0.018,0.003
BRDOA,-,1.64,-,-,-,-,-,-,-,-,-,, opt nov10,,0.001,,0.001,0.013,0.001,0.001,2.31,0.003,0.001
BKL,21.549,2.552,0.862,0.334,3.46,5.8,127.5,15.9,96,1.33,4.75,f,Blackmores Ltd,,20.21,,20.00,20.21,20.50,20.00,2.31,20.50,10.77
BLZ,2026,115.589,124.515,0.007,-,-,-0.06,-,-,-,-,,Blaze Intl,,0.013,,0.014,0.015,0.014,0.013,2.31,0.016,0.003
BLZO,3000,6,-,-,-,-,-,-,-,-,-,, opt aug10,,0.002,,0.002,0.005,0.002,0.002,2.31,0.002,0.002
BIV,354.358,15.738,16.937,0.003,0.03,0.8,-0.79,-,-,-,-,,Blue Capital Ltd,,0.023,,0.023,0.024,0.023,0.022,2.31,0.196,0.016
BSL,90628.8,3291.73,755.02,5.251,2.46,1.2,-7.1,-,5,-,1.74,,BlueScope Steel,,2.88,-16,2.88,2.89,3.03,2.88,-2.96,5.747,1.675
BLG,1136.87,53.715,46.599,0.038,0.04,5.0,-5.06,-,-,-,-,,Bluglass Ltd,,0.20,,0.195,0.20,0.22,0.19,2.31,0.385,0.12
BMI,156,2.78,9.462,0.009,-,-,-1.14,-,-,-,-,,BMDi Tuta Ltd,,0.035,-0.5,0.035,0.04,0.04,0.035,-10.19,0.049,0.029
BLY,612296,8836.6,1671.03,1.291,-0.10,-,6.84,4.4,2.87,2.38,9.57,,Boart Longyear,,0.30,,0.30,0.305,0.325,0.29,2.31,0.815,0.054
BNE,2.625,0.583,0.77,0.016,-0.01,-,-3.55,-,-,-,-,,Bone Medical Ltd,,0.17,,0.175,0.195,0.17,0.17,2.31,0.30,0.10
BOL,1869.33,63.3,201.991,0.088,0.89,0.6,-16.1,-,1,-,1.94,,Boom Logistics,,0.515,-1,0.51,0.515,0.535,0.49,0.40,1.15,0.27
BLD,14381,872.987,728.352,3.393,4.12,1.4,24.1,23.7,13,1.85,2.28,f,Boral Ltd,,5.70,-18,5.68,5.70,6.12,5.61,-0.76,6.40,2.29
BKN,2840.83,195.5,172.19,0.857,1.31,5.0,52.5,12.6,23,2.28,3.48,f,Bradken Ltd,,6.61,-1,6.60,6.66,6.85,6.31,2.15,7.96,0.945
BRC,10,9.351,1.778,0.025,0.01,27.0,4.6,5.9,-,-,-,,Brain Resource,,0.27,,0.235,0.27,0.27,0.235,2.31,0.32,0.185
BZI,8124.1,48.332,3.407,0.002,0.04,1.0,-2.48,-,-,-,-,,Brainz Instruments,,0.04,,0.036,0.039,0.047,0.033,2.31,0.06,0.006
BXB,19585.9,1275.3,1429.26,10.912,0.58,13.4,40.18,19.4,30,1.34,3.86,p,Brambles Ltd,,7.78,-21,7.76,7.87,8.37,7.67,-0.32,8.85,4.08
BNV,118.3,2.842,5.398,0.004,0.03,0.7,0.1,20.0,-,-,-,,Brand New Vintage,,0.02,-0.1,0.023,0.025,0.02,0.02,-2.46,0.05,0.013
BDL,8313.53,329.77,123.538,0.052,0.13,0.8,0.65,16.9,-,-,-,,Brandrill Ltd,,0.11,-0.5,0.105,0.115,0.12,0.105,-2.04,0.165,0.035
BVA,1876.55,56.107,29.039,0.099,-0.35,-,1.15,23.5,-,-,-,,Bravura Solutions,,0.27,2,0.265,0.27,0.27,0.24,10.31,0.566,0.119
BPK,-,2.813,15.18,0.004,-,-,-0.6,-,-,-,-,,Bremer Park Ltd,,0.01,,0.01,0.02,0.01,0.01,2.31,0.027,0.01
BRG,628.328,45.096,-,0.194,0.49,3.1,9.08,16.5,5.5,1.65,3.67,,Breville Grp Ltd,,1.50,9,1.45,1.55,1.70,1.425,8.69,1.70,0.465
BKI,1310.11,79.053,20.454,0.483,1.35,0.9,6.34,19.2,6,1.06,4.92,f,Brickworks Invest,,1.22,-0.5,1.22,1.24,1.28,1.22,1.90,1.30,0.79
BKW,258.319,6.262,8.986,1.951,8.27,1.8,229.8,6.4,39,5.89,2.66,f,Brickworks Ltd,,14.65,-100,14.65,14.75,15.40,14.35,-4.08,16.80,8.50
BYL,789.37,44.386,49.008,0.042,0.32,1.2,6.15,6.3,1.5,4.10,3.90,f,Brierty Ltd,,0.385,-4,0.385,0.40,0.43,0.38,-7.11,0.515,0.095
BBL,15,0.375,0.339,0.031,0.12,2.7,1.42,22.5,-,-,-,,Brisbane Broncos,,0.32,-3,0.32,0.35,0.35,0.32,-6.27,0.40,0.20
BCSCB,-,0.838,-,0.026,0.64,0.4,10.99,2.1,0.1,109.90,0.43,,Brisconnection Tr ctg,,0.23,,0.20,0.29,0.23,0.23,2.31,1.00,0.22
BRO,3000,51.356,863.227,0.001,-,-,-1.46,-,-,-,-,,Broad Invest,,0.003,,0.003,0.004,0.003,0.003,2.31,0.02,0.002
BKR,18,0.089,0.085,0.019,-0.16,-,-7.43,-,-,-,-,,Broadcast Prod,,0.295,2.5,-,-,0.295,0.27,11.56,0.40,0.25
BSA,932.712,18.2,24.906,0.044,0.03,7.3,4.01,5.5,2,2.00,9.09,f,BSA Ltd,,0.22,-1,0.23,0.24,0.25,0.22,-2.04,0.27,0.091
BTT,1328.47,16.2,23.582,0.44,0.22,12.5,7.95,34.6,8.4,0.95,3.05,f,BT Invest Mngmnt,,2.75,,2.74,2.75,2.96,2.72,2.31,3.15,1.02
BUG,21.541,1.928,3.592,0.015,0.72,0.5,3.17,11.4,1,3.17,2.78,,Buderim Ginger,,0.36,3,0.33,0.36,0.36,0.33,11.40,0.50,0.30
BWP,2752.72,155.303,117.492,0.717,1.79,1.0,-3.74,-,11.57,-,6.69,,Bunnings Warehouse unt,,1.73,-3.5,1.705,1.76,1.785,1.715,0.32,2.028,1.309
BPG,-,86.636,13.229,0.003,-0.02,-,-0.45,-,-,-,-,,Byte Power Grp,,0.008,,0.009,0.017,0.008,0.008,2.31,0.012,0.003
CEOO,1281.13,8.568,-,-,-,-,-,-,-,-,-,, opt apr12,,0.004,,0.004,0.005,0.005,0.004,2.31,0.006,0.002
CAB,3666.76,93.906,77.878,0.679,2.21,2.6,51,11.1,34,1.50,6.03,f,Cabcharge Aust,,5.64,12,5.64,5.68,5.71,5.40,4.48,7.34,4.71
CDM,77.788,2.715,1.933,0.019,0.98,0.7,-13.8,-,2,-,2.84,f,Cadence Capital,,0.705,0.5,0.695,0.73,0.72,0.70,3.02,0.79,0.43
CIX,1346.77,47.068,19.003,0.072,0.25,1.2,3.44,9.0,1.25,2.75,4.03,,Calliden Grp,,0.31,1,0.31,0.315,0.31,0.305,5.64,0.40,0.255
CTX,4312.69,177.435,200.913,3.181,10.60,1.1,15.6,75.5,36,0.43,3.06,,Caltex Aust,,11.78,-52,11.78,11.80,12.36,11.75,-1.92,14.00,6.18
CPB,370.051,17.214,10.788,1.603,2.73,11.0,201.93,14.8,100,2.02,3.34,p,Campbell Brothers,,29.90,65,29.89,30.95,31.90,28.15,4.53,31.90,8.64
CDL,-,0.817,0.744,0.007,0.25,0.3,1.4,4.8,0.39,3.59,5.82,,Canada Land Ltd cdi,,0.067,,0.065,0.115,0.067,0.067,2.31,0.094,0.038
CNB,2010,2.376,0.655,0.069,0.60,1.0,-21.94,-,4,-,6.90,f,Canberra Invest,,0.58,,0.56,0.59,0.58,0.56,2.31,0.90,0.34
CAG,22097.1,310.026,367.504,0.004,-,-,-0.01,-,-,-,-,,Cape Range Wireless,,0.01,,0.009,0.01,0.011,0.009,2.31,0.012,0.003
CPT,-,4.978,3.292,0.004,-,-,0.09,23.3,-,-,-,,Capital Intelligence,,0.021,,-,-,0.021,0.021,2.31,0.06,0.003
CAJ,127,4.712,10.162,0.012,-0.01,-,-0.37,-,-,-,-,,Capitol Health,,0.042,-0.8,0.042,0.05,0.05,0.042,-13.69,0.063,0.036
CAA,1705.45,33.129,36.039,0.028,0.15,0.5,-58.5,-,-,-,-,,Capral Ltd,,0.073,0.3,0.068,0.073,0.074,0.069,6.59,0.20,0.04
CCF,379.272,7.596,1.171,0.008,-,-,-6.35,-,-,-,-,,Carbon Conscious,,0.39,-1,0.385,0.39,0.405,0.38,-0.19,0.495,0.07
CNN,48382.2,172.861,120.126,0.016,0.02,1.3,-1.07,-,-,-,-,,Cardia Bioplastics,,0.025,0.1,0.025,0.027,0.04,0.024,6.47,0.04,0.011
CNNO,11836.6,103.484,2.932,0.002,-,-,-,-,-,-,-,, opt jun11,,0.004,-0.1,0.004,0.005,0.007,0.004,-17.69,0.013,0.002
CDD,286.04,16.429,15.053,0.378,0.52,8.6,43.82,10.2,28,1.56,6.28,f,Cardno Ltd,,4.46,-7,4.45,4.48,4.54,4.40,0.76,4.80,2.61
CDP,66.426,4.74,2.826,0.304,5.55,0.8,17.45,24.9,26.55,0.66,6.10,,Carindale Prop unt,,4.35,5,4.30,4.48,4.40,4.30,3.47,4.40,2.70
CIN,4.844,0.405,0.389,0.448,19.61,0.9,61,27.7,67,0.91,3.97,f,Carlton Invest,,16.89,29,16.75,16.90,16.89,16.60,4.05,16.99,12.00
CINPA,-,-,-,-,-,-,-,-,14,-,6.64,, 7% cum pf,,2.11,,2.03,-,-,-,-,-,-
CWE,2384.92,10.609,-,0.106,0.01,21.5,-1.99,-,-,-,-,,Carnegie Wave Energy,,0.215,-1.5,0.215,0.23,0.23,0.215,-4.22,0.24,0.215
CRZ,2701.73,37.264,-,0.866,-,-,-,-,-,-,-,,Carsales Com Ltd,,3.73,1,3.72,3.77,3.79,3.62,2.57,4.05,3.56
CCV,1773.59,84.778,50.182,0.155,0.09,6.8,6.77,9.1,3,2.26,4.88,f,Cash Convert ord/div   ,,0.615,-1.5,0.615,0.63,0.64,0.595,-0.08,0.64,0.20
CXD,313.876,4.047,1.245,0.024,0.23,1.5,-31.3,-,-,-,-,,CathRx Ltd,,0.335,-6,0.335,0.36,0.40,0.335,-12.88,0.644,0.245
CBD,169.516,10.562,14.362,0.023,0.04,2.6,-1.7,-,-,-,-,,CBD Energy Ltd,,0.105,-0.5,0.10,0.11,0.105,0.091,-2.24,0.155,0.031
CCK,-,0.057,1.286,0.006,0.02,5.8,0.63,18.3,-,-,-,,CCK Financial,,0.115,,0.072,0.10,0.115,0.115,2.31,0.21,0.08
CEG,49.575,11.394,35.01,0.011,0.39,0.4,-28.93,-,-,-,-,,CEC Grp Ltd,,0.14,-1,0.13,0.14,0.155,0.14,-4.36,0.33,0.095
CWP,21.779,5.193,1.608,0.137,1.60,1.5,16.2,14.5,7,2.31,2.98,f,Cedar Woods Prop,,2.35,10,2.25,2.35,2.35,2.27,6.75,2.35,0.85
CAQ,259.7,7.696,20.69,0.016,0.01,10.0,-1.31,-,-,-,-,,Cell Aquaculture,,0.10,1,0.098,0.10,0.105,0.09,13.42,0.13,0.072
CST,235.769,7.201,6.82,0.333,0.23,15.1,8.57,40.5,3,2.86,0.86,f,Cellestis Ltd,,3.47,10,3.47,3.48,3.47,3.15,5.27,4.00,1.45
CLT,8.9,7.821,6.533,0.023,0.40,0.7,-21,-,-,-,-,,Cellnet Grp,,0.30,1,0.29,0.30,0.30,0.29,5.75,0.32,0.15
CXE,75,1.804,0.631,0.004,-0.01,-,-0.72,-,-,-,-,,Celtex Ltd,,0.018,-0.7,-,-,0.025,0.017,-25.69,0.12,0.011
CIL,1020.26,8.259,8.245,0.093,0.08,13.3,9.5,11.2,9.5,1.00,8.96,,Centrebet Internat,,1.06,-3,1.055,1.09,1.085,1.05,-0.45,1.52,0.86
CAF,287.538,33.52,5.898,0.018,0.21,0.8,-32.59,-,-,-,-,,Centrepoint Alliance,,0.165,1.5,0.16,0.17,0.165,0.16,12.31,0.27,0.12
CNP,174067,1729.24,4856,0.311,-2.91,-,-398.36,-,31.8,-,99.38,,Centro Prop stpld,,0.32,-6,0.32,0.33,0.425,0.28,-13.48,0.52,0.04
CER,83102.9,3125.5,1971.61,0.412,0.30,0.6,-117.14,-,0.37,-,2.06,,Centro Retail stpld,,0.18,-0.5,0.175,0.18,0.20,0.17,-0.40,0.22,0.016
CYA,812.935,22.401,26.931,0.168,0.98,0.9,-14.26,-,4.5,-,5.08,,Century Aust,,0.885,-0.5,0.87,0.885,0.90,0.865,1.74,0.975,0.56
CFU,63993.2,1394.19,47.021,0.278,0.05,5.4,-8.58,-,-,-,-,,Ceramic Fuel Cells,,0.27,-1,0.27,0.275,0.345,0.265,-1.27,0.353,0.042
CVS,200,17.423,43.939,0.012,-,-,-0.13,-,-,-,-,,Cervantes Corp,,0.04,,0.034,0.038,0.04,0.04,2.31,0.054,0.02
CFX,31122.1,1668.72,2002.8,4.905,2.02,1.0,-15.27,-,12.5,-,6.33,p,CFS Retail Prop unt,,1.975,5.5,1.965,2.00,2.04,1.915,5.17,2.40,1.415
CDI,5423.95,164.086,155.14,0.414,0.88,0.5,-8.69,-,6.7,-,14.41,,Challenger Div Pro stpld,,0.465,1,0.46,0.465,0.49,0.445,4.50,0.61,0.267
CGF,20363.1,559.662,951.716,1.843,1.81,1.8,-16.2,-,12.5,-,3.81,,Challenger FSG Ltd,,3.28,4,3.25,3.30,3.49,3.18,3.54,3.56,0.865
CIF,709.925,51.998,98.698,0.572,-1.54,-,-40.3,-,20,-,11.76,,Challenger Infra stpld,,1.70,,1.68,1.70,1.70,1.615,2.31,2.76,1.20
CKT,195.411,35.736,38.829,0.102,2.02,0.3,-36.54,-,6.5,-,9.70,,Challenger Kenedix ord unt,,0.67,-0.5,0.665,0.85,0.70,0.665,1.56,0.915,0.16
CWT,1482.93,32.787,22.544,0.06,0.47,0.7,-14.29,-,7.1,-,20.29,,Challenger Winetr unt,,0.35,-1,0.35,0.36,0.36,0.35,-0.47,0.59,0.215
CHR,-,0.06,0.118,0.017,4.22,0.7,33.67,9.0,14,2.40,4.62,f,Chalmers Ltd,,3.03,,2.69,-,3.03,3.03,2.31,3.10,2.40
CMG,1062.86,32.959,46.474,0.069,0.04,4.1,-2.52,-,0.5,-,3.03,,Chandler Macleod,,0.165,2.5,0.165,0.18,0.19,0.14,20.16,0.20,0.079
CHP,-,1.787,16.274,0.001,0.02,0.5,-1.7,-,-,-,-,,Chapmans Ltd,,0.011,,0.016,0.023,0.011,0.011,2.31,0.026,0.011
CHC,6998.83,427.655,225.512,0.462,0.71,0.9,-17.98,-,4.96,-,8.07,,Charter Hall Grp stpld,,0.615,-2.5,0.615,0.62,0.655,0.60,-1.60,0.857,0.156
CHF,125,7.056,13.232,0.006,0.12,0.6,-9.1,-,-,-,-,,Charter Pacific,,0.075,0.5,0.068,0.075,0.076,0.07,9.45,0.085,0.04
CHFO,-,2.996,-,-,-,-,-,-,-,-,-,, opt feb11,,0.013,,0.004,0.009,0.013,0.013,2.31,0.013,0.003
CXS,1025.37,64.031,17.391,0.205,0.05,14.5,-10.75,-,-,-,-,,Chemgenex Pharmac,,0.725,-3,0.71,0.755,0.785,0.69,-1.67,0.82,0.28
CXSOA,59.536,1.192,0.056,0.004,-,-,-,-,-,-,-,, opt feb12,,0.385,3,0.34,0.44,0.39,0.385,10.76,0.49,0.11
CXSO,-,1.556,0.698,0.001,-,-,-,-,-,-,-,, opt mar10,,0.053,,0.042,0.048,0.053,0.053,2.31,0.20,0.02
CVB,497.41,4.061,2.22,0.005,-,-,0.97,5.2,-,-,-,,Cheviot Bridge,,0.05,,0.05,0.055,0.05,0.05,2.31,0.07,0.01
CKP,-,0.237,0.068,0.004,1.94,0.2,-30.24,-,6,-,18.75,,Cheviot Kirribilly stpld,,0.32,,0.25,0.32,0.32,0.32,2.31,1.10,0.175
CCY,-,48.949,10.339,0.01,0.05,1.5,-19.36,-,-,-,-,,China Century Capitl,,0.075,,0.068,0.074,0.075,0.075,2.31,0.09,0.02
CNH,299.873,10.723,7.346,0.045,0.08,1.8,-0.99,-,-,-,-,,China Steel,,0.145,-1,0.14,0.145,0.155,0.145,-4.15,0.20,0.04
CHO,1454.65,3.764,1.278,0.445,5.07,0.9,21.7,22.0,22,0.99,4.60,f,Choiseul Investments   ,,4.78,-2,4.77,4.80,4.84,4.76,1.89,5.20,3.53
CDH,-,0.508,0.774,-,0.04,0.1,-1.45,-,-,-,-,,Chongherr Invest,,0.003,,0.004,0.03,0.003,0.003,2.31,0.02,0.002
CII,85,4.396,31.637,0.06,0.44,1.9,24.19,3.4,-,-,-,,CI Res Ltd,,0.82,-2,0.79,0.895,0.84,0.82,-0.08,1.16,0.70
CIR,67.229,3.157,5.393,0.033,0.86,0.8,-22.22,-,-,-,-,,Circadian Tech,,0.725,-2.5,0.725,0.75,0.78,0.725,-1.03,0.88,0.54
CLS,-,0.304,0.955,0.006,4.35,0.3,-68,-,-,-,-,,CL Asset Hldgs,,1.20,,0.93,1.15,1.20,1.20,2.31,1.20,0.50
CND,404.028,15.175,20.029,0.058,0.30,2.9,-14,-,7,-,8.05,,Clarius Grp Ltd,,0.87,3.5,0.87,0.90,0.92,0.835,6.50,1.108,0.258
CNDN,-,-,-,-,-,-,-,-,-,-,-,, def,,-,,0.80,-,-,-,-,-,-
CSS,564.769,32.288,25.037,0.108,0.56,1.0,-7.77,-,-,-,-,,Clean Seas Tuna,,0.535,2,-,-,0.535,0.47,6.19,0.801,0.278
CLQ,117.5,4.61,7.745,0.017,0.07,4.1,0.9,32.2,-,-,-,,Clean Teq Hldgs,,0.29,-1.5,0.29,0.30,0.305,0.29,-2.61,0.41,0.15
CVA,465.024,17.008,7.678,0.006,0.01,5.3,0.29,18.3,-,-,-,,Clever Com Aus,,0.053,-0.4,0.048,0.053,0.064,0.053,-4.71,0.064,0.018
CAM,157.016,4.796,4.456,0.037,1.32,0.7,1.84,53.5,1,1.84,1.02,f,Clime Capital,,0.985,-3,0.98,0.985,1.015,0.985,-0.65,1.04,0.55
CIW,119.45,17.417,4.051,0.02,0.40,1.0,-5.8,-,0.35,-,0.90,f,Clime Invest,,0.39,2,0.38,0.39,0.39,0.375,7.71,0.39,0.166
CUV,1456.29,56.032,114.171,0.1,0.12,2.8,-5.1,-,-,-,-,,Clinuvel Pharmaceut,,0.33,-0.5,0.325,0.37,0.38,0.315,0.81,0.40,0.18
CPR,333.256,29.558,33.288,0.035,0.27,1.0,-7.1,-,1.5,-,5.45,,Clive Peeters,,0.275,-0.5,0.275,0.30,0.295,0.27,0.52,0.46,0.056
CLO,6251.87,127.777,232.661,0.576,0.29,3.0,7.84,11.0,2,3.92,2.33,p,Clough Ltd,,0.86,-8.5,0.855,0.895,0.95,0.825,-6.69,1.035,0.245
CLV,382.98,39.278,28.275,0.034,0.16,1.3,1.87,11.0,1,1.87,4.88,f,Clover Corp,,0.205,0.5,0.20,0.205,0.21,0.20,4.81,0.25,0.15
CMV,1023.43,60.913,62.176,0.093,0.14,0.9,-14.1,-,0.5,-,3.85,,CMA Corp Ltd,,0.13,1.5,0.125,0.13,0.13,0.115,15.35,0.31,0.076
CMI,55.192,3.827,2.913,0.02,1.34,0.5,-4.38,-,-,-,-,,CMI Ltd,,0.605,,0.61,0.65,0.605,0.60,2.31,1.00,0.28
COZ,275.615,13.279,22.269,0.082,0.04,7.4,0.25,118.0,-,-,-,,CO2 Grp Ltd,,0.295,3.5,0.26,0.285,0.295,0.25,15.77,0.35,0.13
COZO,135,7.035,3.205,0.022,-,-,-,-,-,-,-,, opt nov11,,0.14,,0.14,0.15,0.14,0.125,2.31,0.25,0.06
CCL,11722.9,470.649,595.651,7.366,1.14,8.7,54.8,18.1,40.5,1.35,4.08,f,Coca-Cola Amatil,,9.92,-24,9.90,9.95,10.16,9.74,-0.06,12.00,7.62
COH,865.271,57.719,65.83,3.717,2.78,23.8,233.7,28.3,175,1.34,2.65,f,Cochlear Ltd,,66.13,-71,66.00,66.40,68.17,65.55,1.24,68.54,46.21
CKR,1919.5,138.751,36.458,0.003,-,-,-15.77,-,-,-,-,,Cockatoo Ridge Wines,,0.004,-0.1,0.004,0.005,0.005,0.004,-17.69,0.06,0.003
CDA,58.215,3.309,8.489,0.151,0.17,5.4,7.4,12.4,6.5,1.14,7.07,f,Codan Ltd,,0.92,,0.89,0.965,0.92,0.88,2.31,1.01,0.47
COF,452.674,21.748,23.649,0.264,-0.22,-,14.5,14.8,13,1.12,6.05,f,Coffey Intl,,2.15,-7,2.14,2.20,2.27,2.14,-0.85,2.50,1.22
CGS,200.683,14.438,6.041,0.016,0.07,3.4,2.24,10.7,-,-,-,,Cogstate Ltd,,0.24,,0.24,0.265,0.25,0.24,2.31,0.295,0.15
CLH,129.471,10.965,5.417,0.068,0.84,0.8,8.1,8.6,4.8,1.69,6.86,f,Collection House,,0.70,,0.67,0.70,0.70,0.68,2.31,0.725,0.31
CKL,111.166,4.932,4.37,0.035,0.13,3.3,6.94,6.2,3,2.31,6.98,f,Colorpak Ltd,,0.43,1,0.42,0.44,0.43,0.415,4.69,0.51,0.385
CBA,19956.3,980.201,1094.7,75.94,13.65,3.7,328.5,15.2,228,1.44,4.56,f,C'wlth Bank  of Aust ,,50.00,-130,49.98,50.02,52.37,49.39,-0.23,52.37,24.03
CPA,56031.5,1825.73,1576.31,1.805,1.15,0.8,-31.8,-,8.8,-,9.07,,C'wlth Prop ord unt   ,,0.97,5,0.965,0.975,0.985,0.91,7.74,1.48,0.67
COJ,-,52.346,-,0.002,-,-,0.02,15.0,-,-,-,,Commstrat Ltd,,0.003,,0.004,0.007,0.003,0.003,2.31,0.008,0.003
COM,-,5.941,6.602,0.014,0.04,3.0,2.5,4.8,-,-,-,,Comops Ltd,,0.12,,0.096,0.11,0.12,0.12,2.31,0.155,0.05
CMP,147,6.707,4.098,0.031,0.05,3.8,1.7,11.2,-,-,-,,Compumedics Ltd,,0.19,-1.5,0.19,0.20,0.205,0.185,-5.01,0.26,0.105
CZP,50,14.669,7.156,0.004,-0.12,-,-1.04,-,-,-,-,,Computercorp Ltd,,0.037,,0.037,0.04,0.037,0.037,2.31,0.067,0.016
CPU,12115.1,403.436,391.21,6.034,-1.95,-,56.75,19.1,22,2.58,2.03,p,Computershare Ltd,,10.86,-34,10.80,11.00,11.32,10.62,-0.73,11.32,6.11
CPS,-,7.265,0.551,0.008,0.01,2.7,-0.38,-,-,-,-,,Computronics,,0.027,,0.026,0.029,0.027,0.027,2.31,0.07,0.004
CMO,1196.35,24.325,199.901,0.014,-0.02,-,-0.8,-,-,-,-,,Comtel Corp Ltd,,0.03,0.6,0.02,0.03,0.039,0.03,27.31,0.039,0.011
CEU,41978.3,1552.83,1205.2,1.204,-,-,-25.43,-,2,-,5.80,,ConnectEast stpld,,0.345,-0.5,0.345,0.35,0.36,0.33,0.88,0.773,0.244
CXN,1950,55.549,18.017,0.007,-,-,-1.9,-,-,-,-,,Connxion Ventures,,0.036,0.1,0.035,0.038,0.038,0.035,5.16,0.105,0.028
CGI,-,0.685,1.169,0.002,-,-,-0.22,-,-,-,-,,Consolidated Global,,0.026,,0.01,0.036,0.026,0.026,2.31,0.065,0.006
CGIO,-,-,0.355,-,-,-,-,-,-,-,-,, opt jan10,,0.002,,-,-,0.002,0.002,2.31,0.002,0.002
CMJ,12941.2,535.763,722.674,2.048,0.66,4.5,61.91,4.8,16.5,3.75,5.56,,Consolidated Media,,2.97,-4,2.95,2.99,3.01,2.95,0.98,3.44,1.655
CBR,28.886,0.59,1.058,0.045,-,-,-33.2,-,-,-,-,,Constellation Br cdi 10:1,,1.80,30,1.50,1.79,1.80,1.50,22.31,2.25,1.30
CCQ,201,27.869,17.882,0.043,0.63,0.7,-25.39,-,2,-,4.65,,Contango Capital,,0.43,1,0.42,0.435,0.43,0.415,4.69,0.45,0.25
CTN,299.995,21.961,22.34,0.122,1.37,0.8,-43.1,-,4,-,3.85,,Contango Microcap,,1.04,-1,1.04,1.065,1.08,1.035,1.35,1.14,0.44
COS,536.778,15.969,12.156,0.007,-0.02,-,-3.48,-,-,-,-,,Cool or Cosy Ltd,,0.115,1,0.11,0.115,0.15,0.10,11.83,0.15,0.04
