CFS ROSCO-Australian Share,5.6085,5.5861,17.06,10.40,***,,
MLC MKey Super GS-Australian Share,77.6367,77.6367,12.99,7.80,**,,
MLC MKey Super GS-IncomeBuilder,42.2454,42.2454,15.09,14.07,****,,
MLC MKey Super GS-Vngrd Aus Sh Index,74.8534,74.8534,15.31,8.85,***,,
REST Super Australian Shares,5.4006,5.3963,18.39,11.36,*****,,
Equity Australia Large Growth,,
AMP FLS&CS-AMP Australian Share,5.5200,5.5200,15.41,9.26,***,,
AMP FLS&CS-Bennelong Australian Eq,2.8228,2.8228,10.97,10.21,***,,
Equity Australia Large Value,,
AMP FLS&CS-Perennial Value Aus Share,2.6130,2.6130,16.97,8.21,**,,
AMP FLS&CS-Perpetual Industrial Share,3.4692,3.4692,16.79,15.47,****,,
Perpetual WFS-Perpetual Indl Shr,8.8148,8.7885,17.13,15.77,****,,
Equity Australia Other,,
Energy Super Australian Shares,2.8020,2.8020,17.24,9.99,NAv,,
Equity Australia Real Estate,,
AMP FLS&CS-AMP Listed Property Trust,2.3098,2.3098,8.24,10.76,**,,
Equity World - Currency Hedged,,
AMP FLS&CS-BlackRock Sci Hgd Intl Shr,2.1551,2.1551,20.90,12.72,**,,
Equity World Large Blend,,
AMP FLS&CS-AMP International Share,1.6022,1.6022,18.64,13.10,***,,
AustralianSuper Intl Sustainable Shares,NAv,NAv,19.37,15.36,***,,
MLC MKey Super GS-Global Share Fd,35.4066,35.4066,16.97,12.99,***,,
Equity World Large Growth,,
AMP FLS&CS-Fidelity Global Equities,1.4968,1.4968,14.78,12.35,***,,
Equity World Large Value,,
AMP FLS&CS-Schroder Global Active Value,1.2508,1.2508,17.63,11.47,***,,
Australian Short Term Fixed Interest,,
Energy Super Cash Enhanced,1.6840,1.6840,3.08,3.60,****,,
REST Super Cash,2.0038,2.0036,2.62,3.21,***,,
Bonds - Australia,,
AMP FLS&CS-AMP Australian Bond,1.9098,1.9098,4.59,5.52,****,,
AustralianSuper Australian Fixed Int,NAv,NAv,5.63,6.90,*****,,
Bonds - Global,,
AMP FLS&CS-FD International Bond,1.5566,1.5566,5.13,4.50,***,,
Bonds - Global / Australia,,
AustralianSuper Diversified Fixed Int,NAv,NAv,6.23,8.05,*****,,
Reserve Backed,,
AustralianSuper Capital Guaranteed,NAv,NAv,2.27,3.54,****,,
C'wealth Life RO - Capital Secure,3.2312,3.2280,2.47,2.91,***,,
Australian Cash,,
AMP FLS&CS-AMP Cash Plus,NAv,9.6116,1.14,1.94,NAv,,
AMP FLS-AMP Super Cash,NAv,NAv,1.68,2.37,NAv,,
AustralianSuper Cash,NAv,NAv,2.56,3.36,NAv,,
CBUS Super Cash Savings,NAv,NAv,2.27,2.95,NAv,,
MLC MKey Super GS-Cash Fund,34.9190,34.9190,0.85,1.57,NAv,,
Unlisted and Direct Property,,
AustralianSuper Property,NAv,NAv,7.49,6.80,NAv,,
,
