Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 17/9/2014,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/8/2014,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/8/2014,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-09-20T13:30:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
1970's Lifestage Fund - A,1.0453,1.0413,NAv,NAv,NAv,,
PM Capital Enhanced Yield,1.1211,1.1189,4.99,5.42,***,,
Schroder Credit Securities Wholesale,1.1042,1.0998,5.30,6.65,***,,
UBS Diversified Credit,0.9769,0.9729,6.86,7.88,***,,
UBS Global Credit,1.0362,1.0331,11.10,9.07,****,,
High Yield Credit,,
Bentham Wholesale Syndicated Loan,1.0177,1.0085,7.98,10.66,***,,
Mortgages,,
EQT Wholesale Mortgage Income,1.0000,1.0000,4.89,5.58,NAv,,
Sandhurst Select Mortgage,NAv,NAv,3.41,4.12,NAv,,
Tasmanian Perpetual Fixed Term,NAv,NAv,3.84,4.74,NAv,,
Tasmanian Perpetual Long Term,NAv,NAv,3.79,4.89,NAv,,
Tasmanian Perpetual Select Mortgage,NAv,NAv,3.87,4.89,NAv,,
Mortgages Aggressive,,
La Trobe Aust Mortgage Cash & Mortgage,1.0000,1.0000,4.28,5.05,NAv,,
La Trobe Aust Mortgage Pooled Mortgage,1.0000,1.0000,6.30,6.99,NAv,,
Multi-Strategy Income,,
Aberdeen Australian Floating Rt Inc,1.1942,1.1936,2.55,3.75,**,,
Advance Defensive Yield Multi-Blend,1.0324,1.0308,4.69,NAv,NAv,,
AMP Capital W Global Diversified Yield,1.0748,1.0726,5.43,6.24,***,,
Bentham Wholesale Global Income,1.0858,1.0760,9.08,11.61,*****,,
Franklin Templeton Multisector Bond W,1.1236,1.1236,12.32,9.47,****,,
Kapstream Premier Absolute Return Inc,1.0535,1.0535,5.11,5.94,**,,
Kapstream Wholesale Absolute Ret Inc Fd,1.2118,1.2118,4.82,5.64,**,,
Miscellaneous,,
Aurora Fortitude Absolute Return,0.9061,0.9057,2.30,4.50,NAv,,
Plato Australian Shares Income,1.3513,1.3459,16.19,NAv,NAv,,
Russell Global Opportunities $NZ Hdg B,1.4560,1.4468,22.96,20.62,NAv,,
Russell Global Opportunities $NZ Hgd A,1.0223,1.0157,14.56,18.00,NAv,,
Australian Cash,,
Adelaide Cash Management Trust,1.0000,1.0000,2.00,2.74,NAv,,
AET Cash Deposit,NAv,NAv,2.07,2.82,NAv,,
AMP Gen-AMP Cash Mgmt,1.0003,1.0003,1.76,2.70,NAv,,
BT Cash Management,NAv,NAv,1.77,2.53,NAv,,
CFS FC W Inv-CFS W Cash,1.0111,1.0111,2.63,3.46,NAv,,
CFS Wholesale Premium Cash,1.0000,1.0000,2.42,3.22,NAv,,
CFS Wholesale Premium Cash Enhanced,1.0000,1.0000,2.57,3.32,NAv,,
EQT Cash Management,1.0000,1.0000,1.67,2.38,NAv,,
Mutual Cash Term Deposits & Bank Bills,1.0468,1.0468,3.36,NAv,NAv,,
Ord Minnett Cash Management,NAv,NAv,1.91,2.70,NAv,,
Sandhurst Cash Common Fund,NAv,NAv,1.88,2.64,NAv,,
UBS Cash,1.0456,1.0456,2.55,3.36,NAv,,
UBS Cash Management Trust,NAv,NAv,1.60,NAv,NAv,,
Unlisted and Direct Property,,
AMP Capital W Australian Property,1.2225,1.2225,14.66,9.36,NAv,,
AUI Diversified Property Fund,0.7781,0.7703,10.51,7.57,NAv,,
AUI Healthcare Property Trust R,1.3960,1.3822,9.55,7.63,NAv,,
AUI Healthcare Property Trust W,1.3702,1.3566,10.15,8.31,NAv,,
AUI Office Property Fund,0.7892,0.7814,5.35,7.48,NAv,,
AUI Retail Property Fund R,0.7348,0.7274,11.02,6.63,NAv,,
,
