Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 14/10/2014,,,,,,,,,,,,,,,,,,,,
Performance as at: 30/9/2014,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 30/9/2014,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-10-18T13:45:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
1970's Lifestage Fund - A,1.0154,1.0114,NAv,NAv,NAv,,
PIMCO EQT Wholesale Global Credit,0.9933,0.9913,7.65,7.62,****,,
PM Capital Enhanced Yield,1.1152,1.1130,4.73,5.69,***,,
Schroder Credit Securities Wholesale,1.0921,1.0877,4.97,6.88,***,,
UBS Diversified Credit,0.9623,0.9584,5.82,7.69,***,,
UBS Global Credit,1.0496,1.0465,9.32,9.17,****,,
High Yield Credit,,
Bentham Wholesale Syndicated Loan,1.0120,1.0040,7.24,10.70,***,,
Mortgages,,
EQT Wholesale Mortgage Income,1.0000,1.0000,4.85,5.52,NAv,,
Sandhurst Select Mortgage,NAv,NAv,3.38,4.06,NAv,,
Tasmanian Perpetual Fixed Term,NAv,NAv,3.81,4.68,NAv,,
Tasmanian Perpetual Long Term,NAv,NAv,3.75,4.82,NAv,,
Tasmanian Perpetual Select Mortgage,NAv,NAv,3.82,4.82,NAv,,
Mortgages Aggressive,,
La Trobe Aust Mortgage Cash & Mortgage,1.0000,1.0000,4.26,4.98,NAv,,
La Trobe Aust Mortgage Pooled Mortgage,1.0000,1.0000,6.29,6.94,NAv,,
Multi-Strategy Income,,
Aberdeen Australian Floating Rt Inc,1.1927,1.1921,2.77,3.56,**,,
Advance Defensive Yield Multi-Blend,1.0311,1.0295,4.71,NAv,NAv,,
AMP Capital W Global Diversified Yield,1.0652,1.0630,5.01,6.45,***,,
Bentham Wholesale Global Income,1.0786,1.0700,9.49,13.05,*****,,
Franklin Templeton Multisector Bond W,1.1182,1.1182,8.53,12.50,*****,,
Kapstream Premier Absolute Return Inc,1.0450,1.0450,4.96,5.99,***,,
Kapstream Wholesale Absolute Ret Inc Fd,1.2057,1.2057,4.67,5.69,**,,
Miscellaneous,,
Aurora Fortitude Absolute Return,0.8966,0.8962,1.65,4.42,NAv,,
Plato Australian Shares Income,1.2423,1.2373,7.21,17.16,NAv,,
Russell Global Opportunities $NZ Hdg B,1.3681,1.3593,14.20,23.47,NAv,,
Russell Global Opportunities $NZ Hgd A,0.9584,0.9522,6.38,20.88,NAv,,
Australian Cash,,
Adelaide Cash Management Trust,1.0000,1.0000,2.00,2.68,NAv,,
AET Cash Deposit,NAv,NAv,2.07,2.76,NAv,,
AMP Gen-AMP Cash Mgmt,1.0001,1.0001,1.75,2.64,NAv,,
BT Cash Management,NAv,NAv,1.75,2.47,NAv,,
BWA Cash Management Trust,NAv,NAv,2.00,2.69,NAv,,
CFS FC W Inv-CFS W Cash,1.0108,1.0108,2.61,3.40,NAv,,
EQT Cash Management,1.0000,1.0000,1.68,2.32,NAv,,
Mutual Cash Term Deposits & Bank Bills,1.0362,1.0362,3.34,4.24,NAv,,
Ord Minnett Cash Management,NAv,NAv,1.88,2.64,NAv,,
Sandhurst Cash Common Fund,NAv,NAv,1.87,2.58,NAv,,
UBS Cash,1.0454,1.0454,2.53,3.30,NAv,,
UBS Cash Management Trust,NAv,NAv,1.57,NAv,NAv,,
Unlisted and Direct Property,,
AMP Capital W Australian Property,1.2098,1.2098,12.16,9.27,NAv,,
AUI Diversified Property Fund,0.7680,0.7602,12.10,7.78,NAv,,
AUI Healthcare Property Trust R,1.3774,1.3636,9.52,7.84,NAv,,
AUI Healthcare Property Trust W,1.3502,1.3368,10.13,8.52,NAv,,
AUI Office Property Fund,0.7686,0.7608,6.42,7.62,NAv,,
AUI Retail Property Fund R,0.7226,0.7154,11.69,7.08,NAv,,
,
