Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 20/8/2014,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/7/2014,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/7/2014,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-08-23T13:30:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
1970's Lifestage Fund - A,1.0369,1.0329,NAv,NAv,NAv,,
Mortgages,,
AUI Mortgage Income Trust R,1.0000,1.0000,0.00,1.79,NAv,,
EQT Wholesale Mortgage Income,1.0000,1.0000,4.93,5.63,NAv,,
Sandhurst Select Mortgage,NAv,NAv,3.44,4.19,NAv,,
Tasmanian Perpetual Fixed Term,NAv,NAv,3.87,4.79,NAv,,
Tasmanian Perpetual Long Term,NAv,NAv,3.84,4.96,NAv,,
Tasmanian Perpetual Select Mortgage,NAv,NAv,3.92,4.97,NAv,,
Mortgages Aggressive,,
La Trobe Aust Mortgage Pooled Mortgage,1.0000,1.0000,6.33,7.05,NAv,,
Multi-Strategy Income,,
Aberdeen Australian Floating Rt Inc,1.1919,1.1913,2.77,3.90,**,,
Advance Defensive Yield Multi-Blend,1.0289,1.0273,4.82,NAv,NAv,,
AMP Capital W Global Diversified Yield,1.0720,1.0699,4.55,5.97,***,,
Bentham Wholesale Global Income,1.0820,1.0724,10.54,10.54,*****,,
Franklin Templeton Multisector Bond W,1.1203,1.1203,9.26,8.81,***,,
Kapstream Wholesale Absolute Ret Inc Fd,1.2103,1.2103,4.78,5.56,**,,
Miscellaneous,,
Aurora Fortitude Absolute Return,0.8997,0.8993,2.16,4.80,NAv,,
Plato Australian Shares Income,1.3769,1.3714,17.89,NAv,NAv,,
Russell Global Opportunities $NZ Hdg B,1.4331,1.4239,16.61,17.19,NAv,,
Russell Global Opportunities $NZ Hgd A,1.0051,0.9987,8.63,14.57,NAv,,
Australian Cash,,
Adelaide Cash Management Trust,1.0000,1.0000,2.00,2.80,NAv,,
AET Cash Deposit,NAv,NAv,2.09,2.88,NAv,,
AMP Gen-AMP Cash Mgmt,1.0004,1.0004,1.77,2.78,NAv,,
AUI Wholesale Cash Fund,1.0000,1.0000,3.36,4.34,NAv,,
BT Cash Management,NAv,NAv,1.79,2.60,NAv,,
BT Wholesale Managed Cash,NAv,NAv,2.59,3.39,NAv,,
BWA Cash Management Trust,NAv,NAv,2.00,2.81,NAv,,
CFS FC W Inv-CFS W Cash,1.0112,1.0112,2.43,3.45,NAv,,
CFS Wholesale Premium Cash,1.0000,1.0000,2.43,3.29,NAv,,
CFS Wholesale Premium Cash Enhanced,1.0000,1.0000,2.58,3.38,NAv,,
EQT Cash Management,1.0000,1.0000,1.67,2.44,NAv,,
Mutual Cash Term Deposits & Bank Bills,1.0443,1.0443,3.41,NAv,NAv,,
Ord Minnett Cash Management,NAv,NAv,1.94,2.77,NAv,,
Sandhurst Cash Common Fund,NAv,NAv,1.89,2.70,NAv,,
The Trust Company Cash,NAv,NAv,2.10,2.99,NAv,,
UBS Cash,1.0457,1.0457,2.56,3.44,NAv,,
UBS Cash Management Trust,NAv,NAv,1.58,NAv,NAv,,
Unlisted and Direct Property,,
AMP Capital W Australian Property,1.2252,1.2252,14.75,9.41,NAv,,
AUI Diversified Property Fund,0.7733,0.7657,11.10,7.63,NAv,,
AUI Healthcare Property Trust R,1.3818,1.3680,8.81,7.16,NAv,,
AUI Healthcare Property Trust W,1.3557,1.3423,9.43,7.85,NAv,,
AUI Office Property Fund,0.7862,0.7784,6.49,6.79,NAv,,
AUI Retail Property Fund R,0.7232,0.7162,8.64,6.29,NAv,,
,
