Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 13/8/2014,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/7/2014,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/7/2014,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-08-16T13:45:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
1970's Lifestage Fund - A,1.0265,1.0225,NAv,NAv,NAv,,
Realindex Global Share-Class A,1.2683,1.2645,12.92,15.88,***,,
Templeton Global Equity,1.1558,1.1512,12.79,19.83,****,,
Templeton Global Equity,1.1558,1.1512,12.79,19.83,****,,
Equity World Mid/Small,,
Fidelity Select Global Small Cap,NAv,11.2827,8.76,17.33,***,,
Hunter Hall Value Growth Trust,2.7308,2.7144,14.18,9.59,***,,
Infrastructure - Global,,
CFS FC W Inv-CFS W Glbl Listed Infra Sec,0.9937,0.9887,19.81,16.51,****,,
CFS Wholesale Infrastructure Income,NAv,1.1198,10.21,7.90,*,,
Macquarie International Infra Ses,1.1317,1.1261,19.52,17.05,***,,
Magellan Infrastructure,1.0136,1.0106,17.07,16.39,****,,
RARE Emerging Markets,2.0910,2.0785,10.33,13.72,**,,
RARE Infrastructure Value,1.2207,1.2152,16.37,14.26,***,,
RARE Infrastructure Value Unhedged,1.2712,1.2655,12.36,15.89,***,,
Russell Global Listed Infr $A Hedged,1.2899,1.2821,21.36,16.88,***,,
Australian Short Term Fixed Interest,,
BT Wholesale Enhanced Cash,1.0641,1.0633,3.56,4.60,****,,
IOOF MultiMix Cash Enhanced Trust,1.0049,1.0049,3.65,4.67,***,,
IOOF/Perennial Flex Cash & Income,1.0000,1.0000,1.85,2.77,*,,
Russell Aus Cash Enhanced Fund Class A,1.0375,1.0365,4.18,4.57,***,,
Russell Australian Cash A,1.0316,1.0316,2.28,3.11,**,,
TPS Cash Management,NAv,NAv,2.34,3.32,**,,
UBS Cash Plus,1.0284,1.0269,3.31,4.00,***,,
UCA Cash Portfolio,1.0000,1.0000,4.12,4.98,****,,
Bonds - Australia,,
Aberdeen Australian Fixed Income,1.1599,1.1587,5.56,6.38,****,,
Aberdeen Income Focused Bond,1.0714,1.0709,5.37,6.53,****,,
Aberdeen Income Focused Bond,1.0714,1.0709,5.37,6.53,****,,
Altius Bond,1.0125,1.0125,5.18,6.17,***,,
BT Fixed Interest WS,1.1814,1.1799,5.38,6.29,***,,
CFS FC W Inv-CFS W Australian Bond,1.1093,1.1071,5.05,5.47,***,,
CFS FC W Inv-CFS W Australian Bond,1.1093,1.1071,5.05,5.47,***,,
CFS Wholesale Sovereign Australian Bond,0.9297,0.9279,2.45,4.45,**,,
CFS Wholesale Sovereign Australian Bond,0.9297,0.9279,2.45,4.45,**,,
Perennial Fixed Interest Wholesale,1.0558,1.0558,5.90,7.15,*****,,
Perennial Tactical Income Trust,1.0747,1.0747,5.49,6.00,****,,
PIMCO EQT Wholesale Australian Bond,1.0066,1.0055,5.29,6.63,*****,,
PIMCO EQT Wholesale Australian Focus,1.0308,1.0297,3.83,5.17,**,,
Russell Australian Bond A,1.0580,1.0550,5.59,6.61,****,,
Russell Australian Bond Income,1.0725,1.0715,5.27,6.39,***,,
Russell Australian Bond Income,1.0725,1.0715,5.27,6.39,***,,
The Trust Company Bond,1.0375,1.0358,4.10,5.67,**,,
Tyndall Australian Bond,1.0675,1.0669,5.68,6.41,****,,
Tyndall Australian Bond,1.0675,1.0669,5.68,6.41,****,,
UBS Australian Bond,1.1050,1.1041,5.66,6.61,***,,
Bonds - Global,,
Advance Int Fix Intr Multi-Blend W,1.0582,1.0560,7.73,7.53,*****,,
CFS Wholesale Global Corporate Bond,1.0390,1.0328,10.46,9.74,*****,,
PIMCO EQT Wholesale Global Bond,0.9944,0.9934,8.90,7.89,*****,,
Russell Global Bond B,1.0659,1.0605,11.10,NAv,NAv,,
Russell International Bond $A Hedged A,1.0451,1.0399,7.83,9.35,****,,
Bonds - Global / Australia,,
BT WE BT Macquarie Diversified Fixed Int,1.0336,1.0319,4.12,4.78,**,,
BT WE BT Macquarie Diversified Fixed Int,1.0336,1.0319,4.12,4.78,**,,
CFS FC W Inv-CFS W Diversified Fixed Int,1.0426,1.0385,5.05,4.79,***,,
CFS FC W Inv-FC W Fixed Interest,1.0265,1.0224,6.12,6.86,***,,
IOOF MultiMix Diversified Fixed Interest,0.9998,0.9998,6.75,7.22,****,,
IOOF MultiMix Diversified Fixed Interest,0.9998,0.9998,6.75,7.22,****,,
Macquarie Diversified Fixed Interest,1.0598,1.0582,4.63,5.64,***,,
PIMCO EQT WS Diversified Fixed Interest,0.9930,0.9920,7.05,7.23,****,,
UBS Diversified Fixed Income,0.8963,0.8945,7.24,6.73,****,,
Diversified Credit,,
CFS FC W Inv-CFS W Global Credit Income,1.0145,1.0095,6.89,6.62,***,,
Macquarie Income Opportunities,1.0190,1.0160,4.77,5.62,***,,
Omega Global Corporate Bond,1.0153,1.0123,6.80,7.09,***,,
Perpetual Wholesale Diversified Income,0.9739,0.9720,5.86,6.26,***,,
PIMCO EQT Wholesale Global Credit,0.9832,0.9812,7.51,7.42,*****,,
PM Capital Enhanced Yield,1.1174,1.1152,5.29,5.38,***,,
UBS Diversified Credit,0.9726,0.9688,6.95,7.01,***,,
UBS Global Credit,1.0342,1.0311,9.08,8.17,****,,
UBS Global Credit,1.0342,1.0311,9.08,8.17,****,,
High Yield Credit,,
Bentham Wholesale Syndicated Loan,1.0186,1.0094,8.10,9.44,***,,
Mortgages,,
AUI Mortgage Income Trust R,1.0000,1.0000,0.00,1.79,NAv,,
AUI Mortgage Income Trust W,1.0008,1.0008,0.53,2.31,NAv,,
EQT Wholesale Mortgage Income,1.0000,1.0000,4.93,5.63,NAv,,
Sandhurst Select Mortgage,NAv,NAv,3.44,4.19,NAv,,
Tasmanian Perpetual Fixed Term,NAv,NAv,3.87,4.79,NAv,,
Tasmanian Perpetual Long Term,NAv,NAv,3.84,4.96,NAv,,
Tasmanian Perpetual Select Mortgage,NAv,NAv,3.92,4.97,NAv,,
Tasmanian Perpetual Select Mortgage,NAv,NAv,3.92,4.97,NAv,,
Mortgages Aggressive,,
La Trobe Aust Mortgage Cash & Mortgage,1.0000,1.0000,4.30,5.11,NAv,,
La Trobe Aust Mortgage Pooled Mortgage,1.0000,1.0000,6.33,7.05,NAv,,
Multi-Strategy Income,,
Aberdeen Australian Floating Rt Inc,1.1918,1.1912,2.77,3.90,**,,
Advance Defensive Yield Multi-Blend,1.0274,1.0258,4.82,NAv,NAv,,
Advance Defensive Yield Multi-Blend,1.0274,1.0258,4.82,NAv,NAv,,
AMP Capital W Global Diversified Yield,1.0701,1.0679,4.55,5.97,***,,
AMP Capital W Global Diversified Yield,1.0701,1.0679,4.55,5.97,***,,
Bentham Wholesale Global Income,1.0847,1.0749,10.54,10.54,*****,,
Franklin Templeton Multisector Bond W,1.1073,1.1073,9.26,8.81,***,,
Franklin Templeton Multisector Bond W,1.1073,1.1073,9.26,8.81,***,,
Kapstream Wholesale Absolute Ret Inc Fd,1.2090,1.2090,4.78,5.56,**,,
Miscellaneous,,
Aurora Fortitude Absolute Return,0.8994,0.8990,2.16,4.80,NAv,,
Aurora Fortitude Absolute Return,0.8994,0.8990,2.16,4.80,NAv,,
Plato Australian Shares Income,1.3454,1.3400,17.89,NAv,NAv,,
Russell Global Opportunities $NZ Hdg B,1.4179,1.4089,16.61,17.19,NAv,,
Russell Global Opportunities $NZ Hgd A,0.9942,0.9878,8.63,14.57,NAv,,
Australian Cash,,
Adelaide Cash Management Trust,1.0000,1.0000,2.00,2.80,NAv,,
AET Cash Deposit,NAv,NAv,2.09,2.88,NAv,,
AMP Gen-AMP Cash Mgmt,1.0000,1.0000,1.77,2.78,NAv,,
AMP Gen-AMP Cash Mgmt,1.0000,1.0000,1.77,2.78,NAv,,
AUI Wholesale Cash Fund,1.0000,1.0000,3.36,4.34,NAv,,
BT Cash Management,NAv,NAv,1.79,2.60,NAv,,
BT Cash Management,NAv,NAv,1.79,2.60,NAv,,
BT Wholesale Managed Cash,NAv,NAv,2.59,3.39,NAv,,
BWA Cash Management Trust,NAv,NAv,2.00,2.81,NAv,,
BWA Cash Management Trust,NAv,NAv,2.00,2.81,NAv,,
CFS FC W Inv-CFS W Cash,1.0106,1.0106,2.43,3.45,NAv,,
CFS Wholesale Premium Cash,1.0000,1.0000,2.43,3.29,NAv,,
CFS Wholesale Premium Cash Enhanced,1.0000,1.0000,2.58,3.38,NAv,,
EQT Cash Management,1.0000,1.0000,1.67,2.44,NAv,,
Mutual Cash Term Deposits & Bank Bills,1.0436,1.0436,3.41,NAv,NAv,,
Mutual Cash Term Deposits & Bank Bills,1.0436,1.0436,3.41,NAv,NAv,,
Ord Minnett Cash Management,NAv,NAv,1.94,2.77,NAv,,
Sandhurst Cash Common Fund,NAv,NAv,1.89,2.70,NAv,,
The Trust Company Cash,NAv,NAv,2.10,2.99,NAv,,
The Trust Company Cash,NAv,NAv,2.10,2.99,NAv,,
UBS Cash,1.0452,1.0452,2.56,3.44,NAv,,
UBS Cash Management Trust,NAv,NAv,1.58,NAv,NAv,,
Unlisted and Direct Property,,
AMP Capital W Australian Property,1.2232,1.2232,14.75,9.41,NAv,,
AUI Diversified Property Fund,0.7733,0.7657,11.10,7.63,NAv,,
AUI Healthcare Property Trust R,1.3803,1.3665,8.81,7.16,NAv,,
AUI Healthcare Property Trust R,1.3803,1.3665,8.81,7.16,NAv,,
AUI Healthcare Property Trust W,1.3541,1.3407,9.43,7.85,NAv,,
AUI Healthcare Property Trust W,1.3541,1.3407,9.43,7.85,NAv,,
AUI Retail Property Fund R,0.7240,0.7167,8.64,6.29,NAv,,
AUI Retail Property Fund R,0.7240,0.7167,8.64,6.29,NAv,,
,
